Case,gate length,Theta,Phi,Omega,dt,combination,total time,computing time
case155,26,2.38082691315911,3.934075520624337,0.5360727176214359,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2]",67.60000000000001,28.709094047546387
case156,26,2.6334367651776205,0.0702306375502348,0.7150657713826009,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",67.60000000000001,14.314203262329102
case158,19,1.448352394102232,1.7478606298238748,0.4908329780711158,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1, 3, 3]",49.4,223.53049111366272
case159,26,2.5925566760555467,1.49189183682727,1.4944791710543572,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",67.60000000000001,13.529457330703735
case160,4,0.4385932297721886,4.325004703551543,6.02205341737715,2.6,"[4, 1, 1, 3]",10.4,1.2838356494903564
case161,1,0.2394807640400619,6.263506588666623,4.3707890683437,2.6,[4],2.6,0.0154950618743896
case162,10,0.6197590341861792,5.405239067862645,1.1775134400139124,2.6,"[3, 3, 2, 2, 4, 4, 0, 3, 3, 4]",26.0,86.89719152450562
case163,2,0.3097039159889453,4.863460942736683,4.872326041148134,2.6,"[4, 1]",5.2,0.0690031051635742
case164,18,1.7824510164667229,1.927798324932513,5.4402369849258925,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.8,8.148677110671997
case165,20,1.6563466258551298,3.3213589109128363,5.113437150361812,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 1, 0, 3, 2, 4, 4, 1, 1]",52.0,889.6089720726013
