gate length,Theta,Phi,dt,combination,total time,computing time
4,0.501868043,6.193947765,2.6,"[2, 4, 4, 1]",10.4,0.51411438
4,0.501881144,2.555597632,2.6,"[1, 1, 3, 3]",10.4,0.88619566
5,0.501910494,1.399642807,2.6,"[4, 4, 1, 1, 3]",13,10.51435041
5,0.501912582,5.157072131,2.6,"[3, 3, 2, 2, 4]",13,2.014450312
4,0.501916567,1.514367429,2.6,"[4, 1, 1, 3]",10.4,0.511113882
4,0.501928876,3.936127225,2.6,"[3, 3, 2, 2]",10.4,0.876195908
5,0.501933899,6.180704614,2.6,"[2, 2, 4, 4, 1]",13,10.49534631
5,0.501950377,2.881828402,2.6,"[1, 1, 3, 3, 2]",13,10.56035995
4,0.501991527,1.192861906,2.6,"[4, 1, 1, 3]",10.4,11.20750546
4,0.502000965,0.939614378,2.6,"[4, 4, 1, 1]",10.4,0.879195213
4,0.502005758,4.716699033,2.6,"[3, 2, 2, 4]",10.4,0.525116205
4,0.502016354,5.51650335,2.6,"[2, 2, 4, 4]",10.4,0.884196281
4,0.502073376,1.797831172,2.6,"[4, 1, 1, 3]",10.4,0.687153101
4,0.502073886,5.019004383,2.6,"[3, 2, 2, 4]",10.4,0.885196209
5,0.502077479,1.935608346,2.6,"[4, 4, 1, 1, 3]",13,1.985443592
5,0.50207892,5.170221799,2.6,"[3, 3, 2, 2, 4]",13,2.006446123
5,0.502109871,5.16839188,2.6,"[3, 3, 2, 2, 4]",13,2.014449596
4,0.502116125,5.291656741,2.6,"[2, 2, 4, 4]",10.4,10.55034423
4,0.502120139,1.496683436,2.6,"[4, 1, 1, 3]",10.4,0.511114359
4,0.502121284,0.567680564,2.6,"[4, 4, 1, 1]",10.4,10.55235839
4,0.502124378,1.661225747,2.6,"[4, 1, 1, 3]",10.4,0.690153599
5,0.502164222,6.123315941,2.6,"[2, 2, 4, 4, 1]",13,10.53035378
4,0.50218503,2.168745463,2.6,"[1, 1, 3, 3]",10.4,10.51935101
4,0.502190046,1.168331856,2.6,"[4, 1, 1, 1]",10.4,12.43177795
4,0.502213284,3.202027495,2.6,"[1, 3, 3, 2]",10.4,0.690153122
4,0.502215568,2.282896848,2.6,"[1, 1, 3, 3]",10.4,0.877196074
5,0.502215652,0.68724534,2.6,"[2, 4, 4, 1, 1]",13,1.35830307
5,0.502222286,4.575878096,2.6,"[3, 3, 2, 2, 4]",13,10.52635264
4,0.502232302,3.955282192,2.6,"[3, 3, 2, 2]",10.4,0.877195358
4,0.502236123,3.383567198,2.6,"[1, 3, 3, 2]",10.4,0.69015336
4,0.502257264,2.636358164,2.6,"[1, 1, 3, 3]",10.4,0.888198137
4,0.502258161,0.580388901,2.6,"[4, 4, 1, 1]",10.4,10.55734777
5,0.502268404,2.94343529,2.6,"[1, 1, 3, 3, 2]",13,10.54434323
4,0.502278394,3.068325112,2.6,"[1, 3, 3, 2]",10.4,0.520115852
5,0.502292912,0.669282344,2.6,"[2, 4, 4, 1, 1]",13,1.3282969
4,0.502304231,3.457275352,2.6,"[1, 3, 3, 2]",10.4,0.871194363
5,0.502307836,6.151662426,2.6,"[2, 2, 4, 4, 1]",13,10.53435493
4,0.502311041,2.653683375,2.6,"[1, 1, 3, 3]",10.4,0.887197256
5,0.502325569,3.002650791,2.6,"[1, 1, 3, 3, 2]",13,10.50234723
4,0.502344093,1.013179183,2.6,"[4, 4, 1, 1]",10.4,0.878195286
5,0.502354375,2.840850402,2.6,"[1, 1, 3, 3, 2]",13,10.61037207
4,0.502366078,3.259750805,2.6,"[1, 3, 3, 2]",10.4,0.692153931
4,0.502374274,6.242133632,2.6,"[2, 4, 4, 1]",10.4,0.517115116
4,0.502375729,2.424417341,2.6,"[1, 1, 3, 3]",10.4,0.887197495
4,0.502403044,1.651435221,2.6,"[4, 1, 1, 3]",10.4,0.687152863
5,0.502411199,3.530448169,2.6,"[1, 1, 3, 3, 2]",13,2.001447678
4,0.502420442,1.899674147,2.6,"[4, 1, 1, 3]",10.4,0.86819315
4,0.502420867,5.622210151,2.6,"[2, 2, 4, 4]",10.4,0.901201487
4,0.502430316,1.779256753,2.6,"[4, 1, 1, 3]",10.4,0.68215251
4,0.502440503,2.275931502,2.6,"[1, 1, 3, 3]",10.4,0.878196001
4,0.502467635,1.042032501,2.6,"[4, 4, 1, 1]",10.4,0.883196115
5,0.502480774,5.146355832,2.6,"[3, 3, 2, 2, 4]",13,2.008445978
4,0.502489987,1.911100237,2.6,"[4, 1, 1, 3]",10.4,0.876195669
4,0.502493288,0.566066479,2.6,"[4, 4, 1, 1]",10.4,10.55235839
4,0.50250323,1.038715056,2.6,"[4, 4, 1, 1]",10.4,0.879196405
5,0.502545463,2.871436026,2.6,"[1, 1, 3, 3, 2]",13,10.59735417
5,0.502589822,0.439666644,2.6,"[2, 2, 4, 4, 1]",13,1.989441872
5,0.502601736,6.040100187,2.6,"[2, 2, 4, 4, 1]",13,10.61037135
5,0.502618274,4.498117737,2.6,"[3, 3, 2, 2, 4]",13,10.53035355
4,0.502625727,0.042051306,2.6,"[2, 4, 4, 1]",10.4,0.520116091
5,0.502639293,2.785332752,2.6,"[1, 1, 3, 3, 2]",13,10.66138268
4,0.502650717,4.739653868,2.6,"[3, 2, 2, 4]",10.4,0.523116827
4,0.502654278,2.584344912,2.6,"[1, 1, 3, 3]",10.4,0.88719821
4,0.502687217,2.354248685,2.6,"[1, 1, 3, 3]",10.4,0.873195648
4,0.50269563,2.681287883,2.6,"[1, 1, 3, 3]",10.4,0.874194622
4,0.502701171,0.814736018,2.6,"[4, 4, 1, 1]",10.4,0.871194601
4,0.502703269,0.047497805,2.6,"[2, 4, 4, 1]",10.4,0.693154097
4,0.502714222,3.189517953,2.6,"[1, 3, 3, 2]",10.4,0.694154501
4,0.502721128,5.454436489,2.6,"[2, 2, 4, 4]",10.4,0.886198044
5,0.502732986,4.385117208,2.6,"[3, 3, 2, 2, 4]",13,10.62236238
4,0.50279664,0.600617018,2.6,"[4, 4, 1, 1]",10.4,10.56134653
4,0.502802283,0.172093054,2.6,"[2, 4, 4, 1]",10.4,0.685151815
4,0.502807875,2.635049258,2.6,"[1, 1, 3, 3]",10.4,0.885198116
4,0.502834987,5.245824658,2.6,"[2, 2, 4, 4]",10.4,10.48634362
5,0.502860501,6.094174201,2.6,"[2, 2, 4, 4, 1]",13,10.5613482
4,0.502869278,0.028655922,2.6,"[2, 4, 4, 1]",10.4,0.514114618
5,0.502874828,3.791549486,2.6,"[1, 3, 3, 2, 2]",13,1.345300674
5,0.502877328,3.832820606,2.6,"[1, 3, 3, 2, 2]",13,1.394311666
4,0.502887157,3.921769727,2.6,"[3, 3, 2, 2]",10.4,0.879194975
4,0.502889432,0.326404848,2.6,"[2, 4, 4, 1]",10.4,0.874195337
4,0.50290832,5.755816096,2.6,"[2, 2, 4, 4]",10.4,0.903201818
4,0.502921304,4.14328303,2.6,"[3, 3, 2, 2]",10.4,0.893197536
5,0.502932892,4.509564868,2.6,"[3, 3, 2, 2, 4]",13,10.5383563
4,0.502937552,2.62008183,2.6,"[1, 1, 3, 3]",10.4,0.885195971
