Case,gate length,Theta,Phi,dt,combination,fidelity,total time,computing time
case1,18,1.298097583,5.770107809,2.61,"[4, 4, 1, 1, 3, 3, 2, 4, 1, 1, 1, 1, 3, 2, 2, 0, 2, 4]",0.9999403433099914,46.98,0
case2,33,2.9900983335115607,1.7124921357726286,2.62,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",0.9972328366009008,86.46000000000001,1131.8052814006805
case3,5,0.548558832,1.207642208,2.5,"[4, 4, 1, 1, 1]",0.995462447783158,12.5,9.001786708831787
case4,19,1.794942388193514,4.814712046656294,2.62,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1, 3, 3, 2, 2, 4]",0.9993720886205346,49.78,1062.9614911079407
case5,3,0.361050622,3.634112875,3.42,"[3, 3, 2]",0.9999978721761932,10.26,0
case6,27,2.512603725,1.713572922,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",0.9996484944069991,70.47,1119.6483154296875
case7,28,2.655143182,0.429048668,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3]",0.9965373453811927,72.8,1213.0895841121674
case8,5,0.5836398,2.83388707,2.57,"[1, 1, 3, 3, 3]",0.9932816732236689,12.85,8.888574838638306
case9,19,1.3739935807137142,0.1766385787179026,2.65,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 1, 3, 1]",0.9999652965628034,50.35,0.04734349250793457
case10,26,2.34235686,3.61213683,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",0.9989497949608861,67.60000000000001,1093.458108663559
