Case,gate length,Theta,Phi,dt,combination,fidelity,total time,computing time
case1,10,0.641514595,1.43432495,2.6,"[1, 1, 3, 4, 2, 4, 1, 1, 1, 1]",0.9999999927361167,26.0,193.62587213516235
case2,26,2.030199512108484,4.650515953471819,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 0, 1, 0, 2, 0]",0.9999999121204356,67.60000000000001,205.8967432975769
case3,18,1.783572742,4.687373699,2.62,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",0.9980990110717961,47.160000000000004,207.6802740097046
case4,18,1.664842468,2.138801494,2.576,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 3, 3]",0.9987242619339705,46.368,207.09960913658142
case5,26,2.491407727,5.659156089,2.613,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",0.9968707333139771,67.938,211.4504668712616
case6,0,0.167839121,3.842105055,2.5,[],0.9929740240837108,0.0,0.06100273132324219
case7,26,2.268171699,2.531501613,2.603,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 1, 3]",0.9999351052931327,67.67800000000001,211.6359806060791
case8,26,1.9187263683635696,2.3507709017590823,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 4, 0, 4, 1, 1, 4]",0.9999999432816512,67.60000000000001,209.98860478401184
case9,26,2.25538218,5.01052705,2.62,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 3, 3, 2, 2]",0.998248395716469,68.12,218.84672021865845
case10,27,2.147201082,0.084519346,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 2, 3, 2, 2, 2, 2, 4]",0.9999950161308633,70.2,273.28612780570984
case11,18,1.517504692,0.950773473,2.612,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",0.9999624514826653,47.016000000000005,268.13755655288696
case12,5,0.550914569,0.439886217,2.701,"[2, 4, 4, 4, 1]",0.9978665158132175,13.505,10.845651626586914
case13,19,1.325124991,0.433061845,2.598,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 2, 2, 2, 4, 1, 1, 1]",0.9999816211449627,49.361999999999995,265.1623468399048
case14,26,1.9733741716223503,0.7648998485191087,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 1, 3, 2, 3, 0, 1, 1]",0.999999985073266,67.60000000000001,265.2957413196564
case15,0,0.0082471455160698,0.0619720178086068,2.5,[],0.9999829962440859,0.0,0.06993818283081055
