Case,gate length,Theta,Phi,dt,combination,fidelity,total time,computing time
case1,4,0.456436264,6.064581288,2.52,"[2, 4, 4, 1]",0.9967772877807698,10.08,3.1913280487060547
case2,3,0.457565174,0.353784602,3.36,"[4, 4, 1]",0.9967969549522868,10.08,1.3418395519256592
case3,3,0.43629391,3.65006015,2.78,"[3, 2, 2]",0.9940373735308329,8.34,1.3035786151885986
case4,27,2.604718576,3.1736331,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",0.9959385736250576,70.2,1078.3981273174286
case5,26,2.315468074,2.563920746,2.61,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 3]",0.9999762000107142,67.86,1048.9215953350067
case6,10,0.911650941,5.417739884,2.64,"[4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",0.9999299839180353,26.400000000000002,1020.7870361804962
case7,26,2.185293853,2.082542754,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1, 3, 3, 2]",0.999987605973575,67.60000000000001,2.1723344326019287
case8,18,1.30841106,1.519813706,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 2, 2, 3, 3]",0.9999548993451873,46.800000000000004,0.20961833000183105
case9,28,2.672446904,3.291721817,2.62,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",0.9975341992012562,73.36,1042.4364709854126
case10,27,1.840318304,5.202730037,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 4, 3, 3, 3, 2, 4, 4, 1, 1, 1, 1, 3, 3, 2, 2]",0.9997806103079401,70.2,1030.886387348175
case11,26,2.281929468,0.995349047,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4, 4, 1]",0.9995454525136847,67.86,1005.4783761501312
case12,10,0.751880736,0.036384231,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 3, 1]",0.9999742900444987,26.0,0.305161714553833
case13,33,2.775172642,0.988171698,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4, 4]",0.9997126669586239,86.13,1008.5158133506775
case14,27,2.666632235,6.172433603,2.61,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.9956121279808292,70.47,1003.4982075691223
case15,27,2.403082022,0.14939774,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4]",0.9999740841613055,70.2,0.22057819366455078
case16,18,1.786002204,6.226418771,2.61,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.9976800682169203,46.98,994.8938553333282
case17,26,2.481760666,0.170275546,2.62,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",0.9977165545971871,68.12,1001.1553490161896
case18,18,1.881829933,2.337649386,2.61,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.9909482502924571,46.98,997.3721125125885
case19,27,2.254361475,5.001515128,2.61,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 3, 3, 2, 2]",0.9999785201793433,70.47,1003.3682305812836
case20,27,2.50451103,4.997974734,2.59,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1]",0.9967118520801178,69.92999999999999,1004.9789350032806
case21,4,0.505946415,5.610604555,2.92,"[2, 2, 4, 4]",0.9972974053412599,11.68,2.464766263961792
case22,33,2.934952754,3.251549415,2.61,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1]",0.9923925953234964,86.13,1006.8377404212952
case23,4,0.522563258,5.379073718,2.64,"[2, 2, 4, 4]",0.9940165521384084,10.56,2.4500198364257812
case24,26,2.224806513,0.815814696,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 0, 2, 4, 1, 1]",0.9999566464976708,67.60000000000001,27.96818971633911
case25,18,1.7895504615751412,0.91050871115355,2.63,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2, 4, 4, 1, 1]",0.995280094554692,47.339999999999996,994.9212884902954
case26,27,2.395278247,3.237239383,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 3, 2]",0.9998715141573588,70.2,1003.5506837368011
case27,32,3.10168678,5.911253333,2.61,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",0.9923981915492872,83.52,1004.894285440445
case28,10,0.984298184,6.186942478,2.58,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",0.9990370079810915,25.8,977.2749540805817
case29,10,1.104158191,4.785015778,2.69,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",0.9952182593895961,26.9,1003.6036415100098
case30,2,0.254799344,1.671346314,3.22,"[1, 3]",0.9998233346711073,6.44,0.9025230407714844
case31,5,0.5321384643292915,2.961274272638424,2.69,"[1, 1, 3, 3, 3]",0.9973405041618845,13.45,8.600743532180786
case32,26,2.038437205,3.005237856,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 4, 0, 3]",0.9999333960002393,67.60000000000001,0.019396305084228516
case33,28,2.64520449,2.176139972,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.999627528583884,72.8,1000.3673870563507
case34,34,2.779644676,4.760279662,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 1, 4, 1, 1, 3, 3, 2]",0.9999467498915108,88.4,582.7187049388885
case35,3,0.436171714,3.057970404,2.68,"[3, 3, 2]",0.9929247125348241,8.040000000000001,1.1877026557922363
case36,18,1.7545939,0.566607288,2.58,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 2, 2, 4, 4, 1, 1]",0.9955893697360939,46.44,995.1171915531158
case37,11,0.953861704,2.861119879,2.6,"[3, 3, 2, 2, 2, 4, 1, 1, 1, 3, 2]",0.9999467749800202,28.6,129.71964502334595
case38,13,1.262535265,5.044072149,2.62,"[3, 2, 2, 4, 4, 4, 1, 1, 3, 3, 2, 2, 4]",0.9967059276254223,34.06,988.3624165058136
case39,26,2.143737558,2.952585695,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 0, 1, 2]",0.9999036886028126,67.60000000000001,0.07776379585266113
case40,11,1.050963125,4.528420494,2.59,"[2, 2, 4, 4, 4, 1, 3, 3, 2, 2, 4]",0.9983780509197012,28.49,980.2134139537811
case41,6,0.684477171,2.102244152,2.65,"[4, 4, 1, 1, 1, 3]",0.9938033266701757,15.899999999999999,39.209678173065186
case42,32,3.09245093,5.99188081,2.61,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",0.9924332460352706,83.52,1003.0708208084106
case43,27,2.64588609,3.173879087,2.62,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",0.9975312701850448,70.74000000000001,1003.5054755210876
case44,5,0.573539656,5.281822714,2.57,"[3, 2, 2, 4, 4]",0.9964324823703742,12.85,8.503546714782715
case45,26,1.9553708263874,0.948196271826121,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4]",0.9998196747738216,67.60000000000001,998.1163959503174
case46,10,0.951946415,6.141226136,2.61,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",0.999139141976809,26.099999999999998,977.235024690628
case47,26,2.624636398,5.422627786,2.61,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",0.9914062975731456,67.86,1000.3913698196411
case48,19,1.436891708,1.747996601,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0, 4, 4, 4, 1, 1, 3, 3]",0.9999853793952412,49.4,355.6447694301605
case49,26,2.572488782,2.424877496,2.62,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.9962045836681542,68.12,1000.282276391983
case50,27,2.5601703,1.208911486,2.58,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",0.9986174263712305,69.66,1000.9295840263367
case51,27,2.389688553,3.251618043,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 3, 3, 3]",0.9998169289985538,70.2,1002.5030801296234
case52,26,2.494754449,2.020803519,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2]",0.994003268022217,67.60000000000001,998.2349452972412
case53,27,2.569901094,2.65718646,2.59,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",0.9928843166939133,69.92999999999999,1006.5722904205322
case54,26,2.404932856,4.468856113,2.59,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",0.9999270580238677,67.34,1004.2957127094269
case55,13,1.237827206,4.857223698,2.62,"[3, 3, 2, 2, 4, 1, 1, 1, 3, 3, 2, 2, 4]",0.9991480500279529,34.06,1001.9444017410278
case56,18,1.7648530851025344,0.8426065690783962,2.63,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",0.998916198926607,47.339999999999996,995.7986769676208
case57,10,0.616650981,5.879081444,2.6,"[4, 4, 1, 1, 3, 2, 2, 1, 1, 4]",0.9999990063607617,26.0,0.029783964157104492
case58,28,2.75365399,1.924140537,2.59,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",0.9927292600981561,72.52,998.0760598182678
case59,19,1.459044929,0.170257132,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 2, 2, 2, 4, 4, 1, 1]",0.9999072248139727,49.4,278.521600484848
case60,33,3.029522104,6.25055835,2.61,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",0.9978842988653855,86.13,1005.4989733695984
case61,12,1.04690955,3.59511117,2.62,"[3, 3, 2, 2, 4, 4, 4, 1, 1, 3, 3, 2]",0.9999571685135248,31.44,982.1237909793854
case62,26,1.9284660973534264,4.723903361433421,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 3, 0, 3, 3, 3]",0.9999967986690284,67.60000000000001,0.3307344913482666
case63,4,0.511381419,3.784687136,2.6,"[3, 3, 2, 2]",0.9945192221734841,10.4,2.4241561889648438
case64,2,0.242930077,3.207399527,3.1,"[3, 2]",0.9998544292438813,6.2,0.8825111389160156
case65,33,2.785054479,3.349651362,2.61,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 1, 3]",0.9997484613320876,86.13,1004.7065947055817
case66,33,2.94334562,4.52748003,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 1, 3, 2, 2]",0.9999435730205186,85.8,35.19059228897095
case67,26,2.148119619,1.068118037,2.61,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4, 4, 4]",0.9989288566680616,67.86,999.0852108001709
case68,32,3.021338433,3.443343245,2.61,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3]",0.9954079071816727,83.52,1005.3187463283539
case69,26,2.356391514,6.160805802,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0]",0.9999081726195688,67.60000000000001,0.05402779579162598
case70,26,2.495915388,5.143403006,2.59,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1]",0.9935197175775744,67.34,999.2600739002228
case71,28,2.785460963,5.629100226,2.62,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",0.9945338540899501,73.36,1003.757241487503
case72,2,0.280746434,1.478929712,3.05,"[1, 3]",0.9984252486184617,6.1,0.8941421508789062
case73,33,2.6224133027731167,4.327703924469086,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 2, 4, 1, 3, 3, 2]",0.9999804490420732,85.8,26.596436738967896
case74,33,2.802374974,1.412894938,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 1]",0.9999020686689228,85.8,0.054028987884521484
case75,27,2.502942846,3.464702591,2.59,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4]",0.9974641109164205,69.92999999999999,1005.2384884357452
case76,5,0.58733795,1.769847136,2.84,"[4, 4, 1, 1, 3]",0.9982456788119882,14.2,8.588180541992188
case77,26,2.052549897,2.457714747,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1, 4, 1]",0.9999198149373107,67.60000000000001,1.513671636581421
case78,26,2.62142983,0.644529781,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",0.9911292103718464,67.60000000000001,1003.8395285606384
case79,26,2.292376033,3.594012025,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",0.999699183119678,67.60000000000001,1004.2664458751678
