1,0.961139828,0.220768074,2.6,[-1],2.6,4398.965269
1,0.973684355,4.948528464,2.6,[-1],2.6,3205.022055
1,0.978878137,1.948142396,2.6,[-1],2.6,3919.647521
1,0.986255048,3.359822522,2.6,[-1],2.6,5664.963218
1,1.017476089,5.887322801,2.6,[-1],2.6,4037.953146
1,1.019425262,3.35614781,2.6,[-1],2.6,4206.428919
1,1.01968662,1.066165564,2.6,[-1],2.6,3403.095213
1,1.020920323,2.715393739,2.6,[-1],2.6,5287.112816
1,1.021405996,5.049893563,2.6,[-1],2.6,4060.280896
1,1.023536077,5.062659739,2.6,[-1],2.6,4091.164629
1,1.02372708,2.636824046,2.6,[-1],2.6,4924.056799
1,1.023899413,5.10314617,2.6,[-1],2.6,4040.305055
1,1.027226014,3.353470379,2.6,[-1],2.6,3346.041495
1,1.029753788,5.867538133,2.6,[-1],2.6,5505.493282
1,1.030630643,3.498061151,2.6,[-1],2.6,3774.194085
1,1.031707498,2.803361382,2.6,[-1],2.6,2692.178338
1,1.034876668,4.376777473,2.6,[-1],2.6,2804.975116
1,1.035556819,5.878694846,2.6,[-1],2.6,3335.047599
1,1.045764284,1.758296263,2.6,[-1],2.6,3808.595276
1,1.046022582,4.401644204,2.6,[-1],2.6,4865.861327
1,1.047195319,5.903083668,2.6,[-1],2.6,4816.0943
1,1.050019215,4.994586394,2.6,[-1],2.6,5283.369476
1,1.056905641,3.314684012,2.6,[-1],2.6,3215.881426
1,1.057117991,0.417646018,2.6,[-1],2.6,3370.272772
1,1.057831172,3.316127217,2.6,[-1],2.6,4676.774045
1,1.0584315,4.28833473,2.6,[-1],2.6,2998.208912
1,1.058855223,5.865348194,2.6,[-1],2.6,5008.143686
1,1.058949706,1.761194978,2.6,[-1],2.6,3211.833741
1,1.059673984,1.930165402,2.6,[-1],2.6,4025.448226
1,1.0599713,0.316027242,2.6,[-1],2.6,5549.689067
1,1.060670084,1.203285045,2.6,[-1],2.6,3032.100731
1,1.060710404,3.312180913,2.6,[-1],2.6,4687.95664
1,1.062948315,4.321794012,2.6,[-1],2.6,4345.737712
1,1.062968298,4.274506107,2.6,[-1],2.6,3624.299268
1,1.065472659,2.686296504,2.6,[-1],2.6,4609.078619
1,1.067303858,1.212975888,2.6,[-1],2.6,3219.065105
1,1.067419227,0.419590822,2.6,[-1],2.6,3197.847459
1,1.068689655,0.302715094,2.6,[-1],2.6,3885.46313
1,1.069785805,1.185855577,2.6,[-1],2.6,4313.243522
1,1.07004593,3.383468146,2.6,[-1],2.6,3452.34546
1,1.07074644,4.94669088,2.6,[-1],2.6,3233.762134
1,1.073008358,1.869083504,2.6,[-1],2.6,4071.290489
1,1.073152012,1.031744903,2.6,[-1],2.6,2831.102006
1,1.073250688,4.216122869,2.6,[-1],2.6,3409.939032
1,1.073390711,2.715831075,2.6,[-1],2.6,3275.380425
1,1.074036914,4.863759221,2.6,[-1],2.6,3762.647394
1,1.075463022,5.000517244,2.6,[-1],2.6,3974.763656
1,1.076052888,3.389912317,2.6,[-1],2.6,4147.137249
1,1.076909825,0.291573162,2.6,[-1],2.6,4166.480875
1,1.07697759,0.237658489,2.6,[-1],2.6,5513.238151
1,1.07797836,1.944903565,2.6,[-1],2.6,3987.589099
1,1.078307146,5.708169273,2.6,[-1],2.6,5190.03636
1,1.079045573,5.776762865,2.6,[-1],2.6,3881.785073
1,1.080022481,5.711068276,2.6,[-1],2.6,3716.82098
1,1.080501968,0.286419873,2.6,[-1],2.6,3969.219605
1,1.081404735,3.505818372,2.6,[-1],2.6,5596.845645
1,1.081690434,4.351176658,2.6,[-1],2.6,4198.833545
1,1.082348259,3.455420928,2.6,[-1],2.6,5362.899679
1,1.082633168,4.368681665,2.6,[-1],2.6,3615.309179
1,1.084312506,3.44610707,2.6,[-1],2.6,5357.716679
1,1.084715869,1.171964279,2.6,[-1],2.6,5130.151344
1,1.085320678,1.725954818,2.6,[-1],2.6,5453.689034
1,1.085371186,5.647325647,2.6,[-1],2.6,5286.316218
1,1.086899353,4.856291244,2.6,[-1],2.6,3888.592272
