gate lenght,Theta,Phi,dt,combination,total time,computing time
0,0.128572225,1.449940434,5,[],0,0.002001047
19,3.090856671,3.043501648,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 3, 3]",95,317.8446701
10,1.878996511,4.959779195,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",50,3.919306517
10,1.692514916,5.00691399,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",50,4.844070435
0,0.181026261,4.426175637,5,[],0,0.002007961
10,1.585993892,2.193648081,5,"[1, 3, 4, 4, 1, 3, 2, 4, 1, 3]",50,41.53662491
11,2.060456849,3.40557859,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",55,4.95409441
6,0.992169877,1.875663421,5,"[1, 3, 2, 4, 1, 1]",30,2.442539454
3,0.48882655,6.178324513,5,"[2, 4, 4]",15,2.012445211
0,0.193278318,6.03145859,5,[],0,0.002993107
14,2.459657833,1.284770857,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,21.03776002
17,2.728803992,2.45098688,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3]",85,180.758909
11,1.289811257,1.623931353,5,"[4, 1, 3, 2, 4, 1, 1, 3, 2, 4, 4]",55,631.2951534
19,3.080933631,0.68462309,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,255.5407875
9,1.509785356,0.545611281,5,"[1, 3, 2, 4, 1, 3, 2, 4, 4]",45,3.856850386
8,1.197445973,5.464074384,5,"[1, 3, 4, 4, 1, 3, 4, 4]",40,41.81335115
8,1.021299347,2.9914004,5,"[4, 1, 1, 3, 4, 4, 1, 2]",40,45.75223517
10,1.708730051,3.823117119,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",50,28.22722507
9,1.485824724,0.757213765,5,"[1, 3, 4, 4, 1, 3, 2, 4, 1]",45,10.30668664
11,1.727017902,0.147429474,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 0, 1]",55,40.84831977
13,2.385841723,6.273194261,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",65,7.843729734
2,0.523816699,2.189205526,5,"[1, 3]",10,0.093020201
9,1.299778485,1.937633712,5,"[3, 2, 4, 1, 3, 2, 2, 0, 3]",45,36.42140198
2,0.522975068,2.167180521,5,"[1, 3]",10,0.09401226
17,2.817624643,3.057145392,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,115.6220369
11,1.502634483,0.021960884,5,"[2, 4, 1, 3, 3, 2, 1, 1, 3, 4, 1]",55,141.8426874
13,1.759504198,6.030024748,5,"[1, 3, 2, 4, 4, 1, 2, 2, 4, 3, 3, 4, 4]",65,254.571295
18,2.789818035,2.093119275,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 1]",90,423.0338831
12,1.781532042,4.186681804,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",60,104.740387
6,1.144927838,5.483006877,5,"[2, 4, 1, 3, 2, 4]",30,0.88619566
1,0.301288453,2.207962567,5,[3],5,0.015002966
1,0.352987497,3.762358334,5,[2],5,0.013002396
14,2.232464693,1.388232314,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0]",70,63.26595569
11,1.593235403,0.03859065,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 4]",55,105.9773769
12,1.845859283,0.511845517,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",60,105.9733851
5,0.85174217,0.825822003,5,"[1, 3, 4, 4, 1]",25,3.994873524
4,0.687666467,4.955408816,5,"[1, 3, 2, 2]",20,1.926424503
2,0.433367062,0.958715443,5,"[4, 1]",10,0.091019869
13,1.887963262,6.018816127,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 2, 2, 4]",65,215.6291978
10,1.649823788,0.856352426,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1]",50,27.0499661
13,2.230241403,5.467670677,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,38.10540485
14,1.97379696,1.234158103,5,"[1, 3, 2, 4, 4, 3, 3, 2, 4, 1, 3, 4, 4, 1]",70,278.3682082
19,3.027354063,2.722633064,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,340.1699829
0,0.010083647,2.0711405,5,[],0,0.003000259
12,1.529781283,4.140289502,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 0]",60,259.1234193
10,1.544396782,4.343422096,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,81.1422112
15,2.037314941,2.904663354,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 0, 1, 3, 4]",75,558.0030866
7,1.030709362,3.92020058,5,"[1, 3, 2, 4, 1, 3, 4]",35,13.26692772
11,1.206420819,3.196245702,5,"[1, 3, 2, 4, 1, 3, 0, 2, 4, 1, 1]",55,701.3540294
4,0.840621563,2.109431507,5,"[2, 4, 1, 3]",20,1.111236811
18,2.927314064,0.908782244,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2, 2, 1, 1]",90,193.5325572
6,1.027185812,1.17852407,5,"[1, 3, 3, 2, 4, 1]",30,10.50431967
0,0.169034974,3.728529495,5,[],0,0.002991676
6,0.762283367,4.776874249,5,"[2, 4, 4, 1, 3, 4]",30,9.333179951
15,2.230446083,2.556961977,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",75,337.6947167
1,0.283938451,4.046462846,5,[2],5,0.013011932
19,3.050752634,6.0873551,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 3, 4, 4]",95,297.9651544
3,0.588078641,3.660171352,5,"[1, 3, 2]",15,0.888195992
16,2.486225872,3.833797358,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",80,270.8023226
2,0.544491007,3.661860583,5,"[3, 2]",10,0.096021175
0,0.195824448,3.036321167,5,[],0,0.002001047
9,1.519457748,5.727696366,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4]",45,23.0560894
14,2.413875544,4.66560845,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",70,18.68112373
19,2.964357267,2.825075743,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 1, 2]",95,388.223546
0,0.141859929,3.037886284,5,[],0,0.003001213
0,0.023333187,0.988907776,5,[],0,0.002000093
12,2.112496856,1.637641889,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",60,5.795288086
19,3.018682353,0.02950924,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 3, 4, 4]",95,297.4021707
8,1.267749075,4.508328709,5,"[1, 3, 2, 4, 4, 1, 3, 2]",40,39.42570424
2,0.448761197,0.352977905,5,"[4, 1]",10,0.092012644
0,0.174067369,3.453910512,5,[],0,0.002000332
12,1.997803165,5.284462632,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1, 3, 2, 4]",60,80.84496951
9,1.73666943,0.541567963,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1]",45,3.237715006
13,1.965365996,2.491313506,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,151.0317574
7,1.046752193,5.893672095,5,"[2, 4, 4, 1, 3, 2, 4]",35,14.08318758
2,0.533921063,5.347033557,5,"[2, 4]",10,0.099021196
5,0.711050818,6.073979046,5,"[1, 3, 3, 2, 4]",25,3.915148973
19,3.125004519,1.607741475,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2, 4]",95,327.7641542
5,1.067697232,5.351318265,5,"[4, 1, 3, 2, 4]",25,1.3402946
0,0.156573277,1.07627503,5,[],0,0.002000332
10,1.232567886,1.227120279,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 0]",50,101.4011729
13,2.308676163,0.212485599,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",65,13.15190125
15,2.439007142,2.52167873,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",75,97.34797144
17,2.664306284,5.973927079,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 4, 1]",85,225.4306626
9,1.257551272,2.75031822,5,"[2, 4, 1, 1, 3, 2, 4, 3, 3]",45,63.23478365
10,1.445855178,4.417878052,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,75.38626575
14,2.372087745,1.295663292,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,20.38649631
16,2.367854496,4.132600527,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 2, 4]",80,343.0903637
13,2.085823835,2.20564605,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,55.23318315
12,1.700521665,1.211368984,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 1, 1]",60,188.5897505
0,0.098588895,3.024572089,5,[],0,0.002001047
19,3.075295708,2.438875764,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2, 4]",95,316.2342863
15,2.297496665,2.801829478,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 2]",75,194.4430416
10,1.387917812,4.252452865,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,107.104768
17,2.930700075,3.52085021,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,112.4162698
16,2.685091687,3.475199132,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",80,128.2444737
1,0.274897069,5.850049606,5,[4],5,0.017011166
10,1.513265601,4.537525055,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,77.39422679
11,1.786271339,5.611758313,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,29.70551038
9,1.451510198,2.447840788,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3]",45,24.80057621
7,1.23671511,3.788434068,5,"[1, 3, 4, 4, 1, 3, 2]",35,6.959530354
13,2.01800184,6.095016478,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 1, 1]",65,109.1480677
14,2.4157723,5.025088126,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",70,34.59158182
8,1.172676106,0.856310968,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,26.9874115
17,2.618802359,2.263061506,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",85,338.6921656
13,2.034127023,5.638840672,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,72.00178146
15,2.309811529,5.483372163,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",75,191.391223
4,0.693095766,5.071172283,5,"[1, 3, 2, 4]",20,1.502329588
16,2.56921463,4.751292045,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 4]",80,94.83614182
2,0.424613778,4.908602508,5,"[2, 2]",10,0.829174042
16,2.648867138,2.048069043,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 1]",80,118.1660223
9,1.312597764,1.923489347,5,"[3, 2, 4, 1, 3, 2, 2, 4, 1]",45,30.73702955
12,1.903613967,0.5793153,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",60,45.47896862
2,0.413814462,1.0379177,5,"[4, 1]",10,0.093020201
19,3.092936346,3.455803381,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,290.1359971
1,0.327657376,2.263396494,5,[3],5,0.014002562
13,2.337223877,0.231684491,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",65,13.15389276
3,0.596853042,0.338274074,5,"[2, 4, 1]",15,1.121237755
8,1.011912495,4.49475351,5,"[1, 3, 2, 2, 1, 1, 0, 2]",40,46.94568229
10,1.48033662,0.885407247,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1]",50,55.59522963
15,2.504062243,6.043127304,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,29.94568324
9,1.337050717,2.808429411,5,"[2, 4, 4, 1, 3, 4, 1, 1, 3]",45,97.52698755
14,2.456225394,1.80254634,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",70,20.10983825
16,2.582996642,1.812497001,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 1]",80,101.9065502
9,1.326116351,2.87566861,5,"[2, 4, 4, 1, 3, 4, 1, 1, 3]",45,97.75950527
10,1.593965279,1.997653365,5,"[1, 3, 2, 4, 1, 3, 2, 4, 0, 3]",50,16.12454605
1,0.299771273,1.022092916,5,[1],5,0.013011456
9,1.740934039,0.482635006,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1]",45,3.20769763
14,2.483793769,4.358671916,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",70,23.56947041
16,2.726170018,1.625427834,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,75.39358544
3,0.587186959,3.16979126,5,"[1, 3, 3]",15,1.405308962
16,2.622373215,5.202396052,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 2]",80,103.7038126
8,1.458172299,5.125556931,5,"[1, 3, 2, 4, 1, 3, 2, 4]",40,2.601572037
6,0.967677463,1.353429001,5,"[1, 3, 3, 4, 4, 1]",30,13.79303384
13,1.867693496,3.093759922,5,"[2, 4, 1, 3, 2, 2, 4, 3, 2, 2, 4, 3, 3]",65,246.0312169
14,2.151416217,1.130701281,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,166.2762611
11,1.908304351,5.543033637,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,32.88423347
14,2.06005155,4.464454045,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 1]",70,234.6940484
6,0.752946066,2.958907259,5,"[3, 2, 2, 4, 1, 2]",30,9.21256423
6,0.938487855,1.023290426,5,"[1, 3, 3, 2, 4, 1]",30,9.544280291
5,0.74438038,0.262221874,5,"[1, 3, 3, 4, 1]",25,3.535283089
13,1.995104393,5.872753211,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,149.6259146
18,2.980775611,5.12776735,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,188.2253187
1,0.301967623,5.243383355,5,[4],5,0.017003775
19,3.135980056,5.27464914,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,296.7923779
14,2.377336713,0.737040926,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,91.01963449
2,0.416737532,2.096450472,5,"[1, 3]",10,0.094020844
10,1.5907047,4.836903984,5,"[2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",50,31.28927922
12,1.79114932,3.898284142,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",60,99.27387786
18,3.026334142,1.309172514,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.0291195
18,2.985084037,0.859025565,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.1532445
7,1.148780876,5.554580058,5,"[2, 4, 4, 1, 3, 2, 4]",35,12.95238638
14,2.223621248,0.681224692,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,81.24027348
1,0.21774719,0.727291847,5,[1],5,0.013011217
11,1.508154244,3.089894618,5,"[1, 3, 3, 4, 1, 3, 3, 2, 4, 3, 3]",55,147.6306419
9,1.277521246,0.044513926,5,"[1, 3, 2, 4, 4, 3, 3, 2, 1]",45,43.80006337
18,2.842955684,4.493890396,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 2, 2]",90,254.7057345
3,0.533005024,2.552076483,5,"[4, 1, 3]",15,0.892196655
12,1.961698274,3.957971463,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",60,33.7624402
9,1.296264711,0.736167758,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1]",45,41.319098
1,0.267921841,2.411115976,5,[3],5,0.014003038
5,0.923927918,1.898329399,5,"[3, 2, 4, 1, 1]",25,2.37352252
11,2.108636079,3.469330043,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",55,4.931454182
7,1.075322316,5.985335724,5,"[2, 4, 4, 1, 3, 2, 1]",35,34.84793615
2,0.517186223,2.583109886,5,"[1, 3]",10,0.167036295
10,1.782607393,2.027311531,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",50,3.726820946
17,2.883571719,3.506494192,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,112.0870883
14,2.479012112,1.746759167,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",70,20.28246999
10,1.630723608,1.041311426,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1]",50,47.66050291
14,2.180594069,4.55727603,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 0, 4]",70,106.3638508
13,1.884117196,6.185246953,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 2, 2, 4]",65,212.535548
4,0.612209598,1.548855567,5,"[2, 4, 4, 1]",20,2.721599817
4,0.735468182,1.784524507,5,"[2, 4, 1, 1]",20,2.012436152
14,2.09768008,1.100371464,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,189.5819817
8,1.284646162,4.429722611,5,"[1, 3, 2, 2, 4, 1, 3, 2]",40,32.9946878
8,1.275015695,1.906299813,5,"[2, 4, 1, 3, 2, 4, 4, 3]",40,10.5963347
14,2.298340422,0.727709157,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,38.82617426
16,2.664381412,4.13932517,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",80,112.9528909
1,0.320150375,5.204448603,5,[4],5,0.018003702
3,0.68104173,5.397812758,5,"[3, 2, 4]",15,0.907320023
19,3.119448445,5.998549674,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 4]",95,287.8780336
13,2.039868245,2.707308357,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,155.1722126
9,1.415407263,6.257197866,5,"[1, 3, 2, 4, 4, 3, 3, 4, 4]",45,44.63707376
17,2.748335285,3.518553666,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,115.1103797
16,2.778036703,4.809674809,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,69.68018842
1,0.216697243,3.308557142,5,[3],5,0.015002728
0,0.104413262,1.817401461,5,[],0,0.002002239
14,2.452115672,5.030307237,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",70,34.40758657
11,1.752120256,2.637215234,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,57.90376592
10,1.564821305,4.358456783,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,78.94717836
0,0.162764528,2.868476437,5,[],0,0.002001047
14,2.218620918,4.218623898,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",70,192.7294939
8,1.133302103,4.789050944,5,"[1, 3, 3, 4, 1, 3, 3, 2]",40,35.70387244
13,1.958136625,2.055555713,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",65,153.6761651
11,1.792537132,2.585236341,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,60.53734732
8,1.262173958,2.199181714,5,"[2, 4, 3, 3, 2, 4, 1, 3]",40,9.21703124
16,2.639312528,3.535619008,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",80,128.375421
8,1.621967916,5.114528072,5,"[1, 3, 2, 4, 1, 3, 2, 4]",40,2.955651045
12,1.559235775,4.152652101,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 0]",60,218.2191141
1,0.215775409,2.202181412,5,[3],5,0.014011145
19,3.014027905,5.758393514,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,341.71738
16,2.565059897,1.498349967,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 3]",80,94.48992276
2,0.421159125,4.926605564,5,"[2, 4]",10,0.666147232
9,1.387450027,5.792199786,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4]",45,37.00615859
11,1.829255724,5.383426407,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,30.10374808
13,2.137304246,0.225199399,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1]",65,26.8603127
10,1.586219321,4.917481429,5,"[2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",50,30.67904902
19,2.973858448,0.083457779,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 3, 2, 1]",95,351.5019267
14,2.474143014,1.262261493,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,21.03291583
12,1.987186858,3.886776905,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",60,35.14017963
15,2.650850084,5.951519461,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.15477514
14,1.633809585,1.582666475,5,"[1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 1, 0, 0]",70,4572.421353
5,0.789038583,4.298551246,5,"[2, 4, 3, 3, 4]",25,7.829727173
8,1.261499525,0.822721586,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,16.25298667
14,2.057149487,0.962590209,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,259.8318298
0,0.100256436,0.175036885,5,[],0,0.003000498
15,2.148384029,2.767510603,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 2, 2]",75,475.7463369
16,2.697372165,4.510326298,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,66.97878098
5,0.669671018,1.057724023,5,"[1, 3, 4, 4, 3]",25,6.60645771
1,0.219821299,3.080912832,5,[3],5,0.014003754
5,0.726995597,0.909639879,5,"[1, 3, 4, 4, 1]",25,4.517284155
4,0.811708428,5.338955785,5,"[1, 3, 2, 4]",20,1.11324501
8,1.062494246,4.186101718,5,"[1, 3, 3, 2, 4, 1, 3, 4]",40,37.02717161
16,2.717937003,5.116958515,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 2]",80,105.0929744
0,0.197224757,0.084542287,5,[],0,0.002000093
15,2.440323227,5.23370201,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",75,137.4996109
15,2.361641828,2.412389726,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",75,122.8161042
11,1.681672757,5.568240165,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,75.17208934
10,1.43947839,4.218566532,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,81.76180792
13,2.019019404,2.511363945,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,154.5881147
11,1.694506203,2.823097555,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3]",55,95.84263229
0,0.044968735,5.005117251,5,[],0,0.00300765
1,0.286224657,5.38380001,5,[4],5,0.018004894
18,2.876061878,0.913727973,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,212.2502384
18,2.953071379,4.748960963,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,184.8199558
15,2.489223874,0.363473884,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4]",75,35.80625582
13,1.945738198,6.128265774,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 3]",65,176.4033425
5,0.928162492,3.474107606,5,"[2, 4, 1, 3, 3]",25,2.435536861
1,0.272818933,1.802029361,5,[3],5,0.164028406
18,3.030127557,1.715764018,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,209.4705186
9,1.402846921,5.707621789,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4]",45,20.02341127
9,1.343414626,0.024094011,5,"[1, 3, 2, 4, 4, 1, 2, 4, 1]",45,34.67193842
11,1.601920283,5.887679124,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4]",55,85.84894562
18,2.948039435,2.075182173,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,209.2234933
13,2.282478132,5.378672537,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,38.00508857
18,2.912190468,1.409812081,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.0990286
17,2.74658043,2.675335889,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3]",85,147.7861507
11,1.459427022,2.742478871,5,"[1, 3, 3, 4, 1, 1, 3, 2, 4, 1, 2]",55,184.2923379
9,1.287180675,0.726472132,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1]",45,44.24975634
15,2.413640251,5.546715487,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",75,82.85705733
