gate lenght,Theta,Phi,dt,combination,total time,computing time
9,1.38172078,1.887853861,5,"[3, 2, 4, 1, 3, 2, 4, 4, 1]",45,17.02975297
12,1.958624348,5.236551823,5,"[1, 3, 4, 4, 1, 3, 4, 4, 1, 3, 2, 4]",60,81.95034361
0,0.153407589,5.318351943,5,[],0,0.002000332
3,0.574942519,5.04453095,5,"[3, 2, 4]",15,1.126247883
2,0.362329277,4.280037551,5,"[3, 2]",10,0.09602046
6,1.197302042,5.145536423,5,"[2, 4, 1, 3, 2, 4]",30,0.883194923
6,0.997152447,3.869219485,5,"[3, 2, 4, 1, 3, 2]",30,4.780062199
5,0.785689575,2.841348576,5,"[3, 2, 1, 1, 2]",25,7.776706457
4,0.717744684,1.483621008,5,"[2, 4, 4, 1]",20,3.185709715
13,2.286304548,3.268922905,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",65,9.696129322
3,0.496226368,4.654277707,5,"[3, 2, 2]",15,1.385304928
15,2.572774188,6.167392316,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.21878195
17,2.879323511,3.6511682,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,112.5289073
15,2.506990064,2.55660481,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",75,83.67444038
7,1.263047654,3.480267316,5,"[1, 3, 2, 4, 1, 3, 2]",35,2.016443968
16,2.662836904,4.842416207,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,66.9947648
2,0.387281572,5.09958773,5,"[2, 4]",10,0.644150496
18,2.829302533,4.649174921,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 3, 4]",90,299.0393298
11,1.8859283,0.064693911,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",55,7.581772804
0,0.090851292,1.141236301,5,[],0,0.002999783
7,1.140293797,0.320015002,5,"[2, 4, 1, 3, 2, 2, 1]",35,3.812840462
17,2.609261959,5.542658106,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",85,307.5607812
13,2.184168763,3.501133352,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",65,13.97607899
17,2.567480653,5.419120113,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1]",85,368.9603074
5,0.627854565,4.764086556,5,"[4, 1, 1, 3, 4]",25,4.189923048
16,2.608366403,1.194365683,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1]",80,80.27690077
10,1.507870741,4.730476383,5,"[2, 4, 1, 3, 2, 2, 4, 3, 2, 4]",50,50.79748082
0,0.048767102,3.102545923,5,[],0,0.003000498
18,2.980884618,1.239097463,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.7646334
19,3.120447405,4.049699569,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,298.2040169
5,0.569286543,6.111025297,5,"[1, 3, 3, 2, 0]",25,4.169910908
8,1.561915735,5.260514362,5,"[1, 3, 2, 4, 1, 3, 2, 4]",40,2.587576628
19,3.064151942,0.605963224,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,255.5245934
18,2.817015924,2.036621813,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 4, 4, 1]",90,355.2972298
1,0.269965826,1.84185313,5,[3],5,0.152033091
11,1.394317143,2.893277034,5,"[1, 3, 2, 2, 1, 1, 2, 2, 4, 1, 0]",55,308.1140094
6,0.979187696,1.092557693,5,"[1, 3, 3, 2, 4, 1]",30,10.24835992
19,3.082128943,0.290578102,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,257.7591882
16,2.716546022,4.6831597,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,66.87803817
16,2.722303462,1.050331428,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3]",80,107.5244656
7,1.155133219,0.607708063,5,"[2, 4, 1, 3, 2, 4, 4]",35,2.724600315
19,3.094765372,5.520020238,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,297.7761905
6,1.142303507,5.46057339,5,"[2, 4, 1, 3, 2, 4]",30,0.87619257
1,0.346254071,2.499144809,5,[3],5,0.015003443
5,0.725550119,4.48550306,5,"[2, 4, 3, 3, 4]",25,7.389620066
15,2.566930629,3.262714389,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",75,35.32279372
9,1.516467544,3.706461694,5,"[2, 4, 1, 3, 2, 4, 1, 3, 3]",45,4.372955799
13,1.925658329,5.933490732,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,160.3717341
7,1.060207899,4.019673297,5,"[1, 3, 4, 4, 1, 3, 2]",35,15.60743141
13,1.90118778,6.052206536,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 2, 2, 4]",65,222.18138
12,1.942626263,4.332626412,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",60,120.5833671
12,1.844839508,0.959374024,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1]",60,116.0158594
8,1.316702769,3.505816705,5,"[4, 1, 3, 2, 4, 1, 1, 2]",40,4.662027836
2,0.531378971,4.022921635,5,"[3, 2]",10,0.175038576
11,1.262380047,3.23470028,5,"[1, 3, 2, 4, 1, 3, 0, 2, 1, 4, 3]",55,652.5186427
14,2.269223726,3.898871006,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",70,130.393858
0,0.064108258,0.281678778,5,[],0,0.002000332
16,2.653263382,0.87344561,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3]",80,106.6241925
14,2.004204661,1.114975391,5,"[1, 3, 2, 4, 4, 1, 2, 2, 4, 1, 2, 2, 4, 1]",70,263.9601369
11,1.658787046,3.241532723,5,"[1, 3, 2, 4, 1, 3, 3, 2, 4, 3, 2]",55,86.82328582
11,1.30124339,3.12822264,5,"[1, 3, 2, 4, 1, 3, 3, 2, 4, 4, 3]",55,481.0475459
11,1.793739022,2.161516662,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",55,31.65197492
0,0.173112631,2.316537698,5,[],0,0.002000093
16,2.486424032,3.997032116,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 3, 2, 4]",80,256.5361886
10,1.363441884,4.399043594,5,"[2, 4, 1, 3, 3, 2, 4, 3, 3, 2]",50,91.44446731
10,1.588888055,4.526560418,5,"[2, 4, 1, 3, 2, 2, 4, 1, 3, 2]",50,91.96926832
12,1.679073068,1.547636822,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 2, 1, 3]",60,159.2497516
12,1.737933886,1.430627187,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 4, 3]",60,170.4138584
2,0.380082824,6.225099919,5,"[4, 4]",10,0.796174526
9,1.393947759,3.112156388,5,"[2, 4, 1, 3, 2, 2, 4, 1, 2]",45,59.01882219
8,1.154407644,2.595251059,5,"[2, 4, 3, 3, 4, 4, 1, 3]",40,26.59014297
6,0.894032212,4.301267774,5,"[2, 4, 4, 1, 3, 2]",30,6.786501884
4,0.685398039,2.526398175,5,"[2, 4, 3, 3]",20,2.444538593
4,0.796715379,3.843767936,5,"[4, 1, 3, 2]",20,1.103325605
18,2.821456711,3.923362608,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 3, 2, 2]",90,346.7116113
12,1.863463741,0.702499422,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",60,90.37260461
7,1.083218435,0.186866017,5,"[2, 4, 1, 3, 2, 2, 4]",35,11.66156197
1,0.210525831,2.247161851,5,[3],5,0.015002728
18,3.074681139,4.545987692,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,189.0719366
14,2.064034177,4.19359335,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",70,239.3328786
19,3.089263017,0.219636452,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,258.1864052
19,3.073226745,5.317566328,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,297.84234
10,1.638887717,1.772033609,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 0]",50,15.15734029
0,0.093743245,0.478117148,5,[],0,0.002007246
14,2.301552336,4.811390707,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",70,47.65882897
18,2.979467854,2.168242663,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 1]",90,304.9612885
17,2.807555043,0.033944327,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",85,103.2412779
4,0.657038318,5.723144677,5,"[1, 3, 4, 4]",20,2.446590424
13,2.143065122,5.316831352,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",65,35.24676824
12,1.997178663,4.7554313,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",60,17.4370327
7,1.084046039,0.284902784,5,"[2, 4, 1, 3, 2, 4, 0]",35,8.180117607
13,1.972751505,6.088850581,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 1, 1]",65,137.9406972
12,1.960261598,1.83140077,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0]",60,30.00361156
13,1.959742044,6.120664598,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 1, 1]",65,139.5127735
14,2.360080589,0.493872165,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,44.10634422
16,2.559855836,4.883153222,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2]",80,103.6267774
6,0.83823292,1.490908492,5,"[1, 3, 3, 4, 4, 1]",30,9.753151417
11,1.40426185,2.651007141,5,"[1, 3, 2, 2, 1, 1, 3, 2, 4, 1, 0]",55,322.1292007
5,0.799685019,0.580572276,5,"[1, 3, 3, 4, 1]",25,2.96965456
6,0.988416457,2.887068114,5,"[3, 2, 2, 4, 1, 3]",30,8.955974579
15,2.346223873,5.178792851,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",75,134.736562
6,0.907162216,1.416814879,5,"[1, 3, 3, 4, 4, 1]",30,13.59015274
8,1.230230082,5.061053912,5,"[1, 3, 2, 4, 1, 3, 3, 2]",40,14.0384953
14,2.078201131,4.488055424,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 4, 4]",70,218.173928
11,1.900752487,0.06941638,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",55,6.480720758
5,1.024496164,5.357645216,5,"[4, 1, 3, 2, 4]",25,1.32534337
9,1.502661839,3.298303357,5,"[2, 4, 1, 3, 2, 4, 1, 1, 2]",45,8.361842155
16,2.635580277,4.376120466,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,79.10223365
18,2.938988794,3.908077177,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,226.9096925
13,2.201754134,2.094420726,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,43.5495975
4,0.607315524,1.149945146,5,"[2, 4, 4, 1]",20,3.835844994
5,0.894008121,3.800901617,5,"[2, 4, 1, 3, 2]",25,1.817401409
11,1.605999812,2.9880242,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 3, 3]",55,113.8249021
13,1.965951066,2.54949823,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,151.4175229
2,0.433528083,5.246972131,5,"[2, 4]",10,0.100020647
8,1.23061484,1.153658618,5,"[2, 4, 4, 1, 3, 2, 4, 3]",40,43.57260227
12,1.857879824,3.98271002,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2]",60,61.34879279
11,1.997263576,3.342277268,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",55,4.882075787
1,0.214919559,1.761465944,5,[1],5,0.013001919
11,1.765478656,5.26408154,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4]",55,33.33584332
2,0.404894768,3.335314935,5,"[3, 2]",10,0.664145947
13,1.967482602,2.537422771,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,150.921391
13,2.157988352,0.158290503,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1]",65,18.31303596
2,0.319647759,1.560876936,5,"[1, 1]",10,0.427086115
8,1.268821911,4.204579735,5,"[1, 3, 3, 2, 4, 1, 3, 2]",40,20.51788163
6,0.989707846,2.551467196,5,"[3, 2, 2, 4, 1, 3]",30,8.642904282
5,0.837011497,2.530354328,5,"[3, 2, 1, 1, 3]",25,4.194924593
10,1.61268155,4.784754011,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4]",50,62.29701662
5,0.627171626,3.291103329,5,"[2, 4, 4, 1, 2]",25,4.153440952
17,2.789577508,0.045152403,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",85,103.3047669
0,0.088127954,3.996225814,5,[],0,0.003009319
12,1.901206815,1.156914726,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1]",60,121.609076
0,0.188990426,3.133612166,5,[],0,0.00200057
13,2.182854752,3.406665399,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",65,15.11733031
1,0.24647817,0.231670479,5,[1],5,0.165043116
9,1.401964579,5.920204234,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4]",45,37.16953397
14,2.453981507,1.818764358,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",70,20.00940919
13,1.935259884,2.874086587,5,"[2, 4, 1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",65,227.0022957
19,2.961223812,3.36327077,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 4, 4, 1, 2]",95,392.2324026
10,1.471136461,0.938854714,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1]",50,64.00073433
0,0.194114851,5.887092581,5,[],0,0.00199151
14,2.495894636,1.236425574,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",70,21.05463219
9,1.417149782,1.600828339,5,"[3, 2, 4, 1, 3, 3, 2, 1, 1]",45,49.38526034
4,0.630513928,1.169986373,5,"[2, 4, 4, 1]",20,2.742599726
0,0.026041765,0.450405463,5,[],0,0.002000332
18,2.926858612,2.492728174,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2, 4, 1]",90,305.0288684
18,2.953466027,4.450618516,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,183.8125188
19,3.123425429,0.530650289,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,255.601624
19,3.06954366,1.797988641,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2, 4]",95,329.9937956
16,2.676063046,2.065966369,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 1]",80,117.6784239
6,0.809435119,1.715733013,5,"[1, 3, 3, 2, 1, 3]",30,8.815236568
8,1.335249582,3.332395945,5,"[4, 1, 3, 2, 4, 1, 1, 2]",40,6.831505775
15,2.54176124,2.590381649,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",75,92.19377732
6,0.913492404,1.515324437,5,"[1, 3, 3, 4, 4, 1]",30,13.4580946
12,2.127014516,1.61778675,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",60,5.769271374
16,2.742123262,4.859428617,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,69.05574465
14,2.442744941,1.638536456,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",70,20.07882738
6,0.953186121,0.255811672,5,"[4, 1, 3, 2, 4, 4]",30,3.906853914
4,0.749553207,1.973114122,5,"[2, 4, 1, 3]",20,1.617363691
2,0.421999297,3.593909013,5,"[3, 2]",10,0.096021175
13,1.78070968,2.962483749,5,"[2, 4, 1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 2]",65,340.5672398
10,1.84217031,1.998870632,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",50,3.803838253
15,2.459548069,5.199480386,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",75,138.5841134
19,3.106104275,1.077057077,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,256.0774865
12,2.170220974,1.856722163,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",60,5.828294754
12,1.867902336,0.541172403,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",60,84.8987329
13,1.905386404,6.048498026,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 2, 2, 4]",65,226.7778523
19,3.127738073,1.404465968,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,255.7464132
1,0.354176621,3.697156853,5,[2],5,0.012995243
0,0.164312389,5.130964362,5,[],0,0.002000809
2,0.411714999,5.521668492,5,"[2, 4]",10,0.104023218
12,2.135798883,5.129112145,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",60,10.71736383
14,2.454970332,1.481656958,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3]",70,19.68340969
10,1.910134239,1.859750628,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",50,3.776833296
13,1.813440216,6.145232527,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 2, 4, 1]",65,222.8635354
17,2.847778915,3.153337886,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,115.4498427
5,0.941577219,5.317041945,5,"[4, 1, 3, 2, 4]",25,1.308297157
3,0.529251617,6.234139798,5,"[2, 4, 4]",15,1.430307627
2,0.416125158,5.929646933,5,"[2, 4]",10,0.171046019
8,1.088488203,4.388367081,5,"[1, 3, 3, 2, 4, 1, 3, 4]",40,33.6017592
18,2.878376714,4.78670224,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,182.3403616
16,2.522233031,4.29335628,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2, 4]",80,155.7633591
5,0.991989627,5.207082281,5,"[4, 1, 3, 2, 4]",25,1.321299314
17,2.596084042,2.284937773,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",85,377.8123333
11,1.898551762,0.381123765,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",55,5.230153799
7,0.974647087,5.631409481,5,"[2, 4, 4, 1, 3, 2, 4]",35,31.60437799
3,0.519153422,2.862328167,5,"[4, 1, 2]",15,1.822401762
18,2.953319471,1.10339262,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.6543121
13,2.257851172,0.005705987,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",65,7.882043839
8,1.14130326,4.943478604,5,"[1, 3, 3, 4, 1, 3, 3, 4]",40,27.59108591
11,1.814710612,0.217247323,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1]",55,13.24121523
15,2.399124985,5.837769055,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",75,72.97757149
5,0.782378434,4.144289323,5,"[2, 4, 1, 3, 4]",25,4.899080038
16,2.743978151,5.136199854,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 2]",80,106.0766988
2,0.410727303,1.788907168,5,"[1, 3]",10,0.657144308
17,2.65350715,0.688275244,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",85,228.5934246
1,0.254140792,1.73933077,5,[3],5,0.154036999
8,1.325458717,2.137112023,5,"[2, 4, 3, 3, 2, 4, 1, 3]",40,6.514846087
1,0.295562549,0.587216791,5,[1],5,0.01327157
11,1.698292011,6.184173852,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 1]",55,92.22196102
17,2.587258122,2.226090133,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2]",85,361.5771894
12,1.989910824,0.55169044,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",60,37.11818767
4,0.61168313,5.80558351,5,"[1, 3, 2, 1]",20,2.924644232
3,0.655965045,3.912382019,5,"[1, 3, 2]",15,0.911192894
19,3.017277758,0.146508628,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3, 4, 4]",95,287.2093072
0,0.052866088,5.74406248,5,[],0,0.002000093
1,0.261535075,4.050022326,5,[2],5,0.014002562
11,1.710479036,5.896555445,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4]",55,96.44166803
19,3.136712286,3.086768056,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,290.345988
10,1.387462065,4.416589773,5,"[2, 4, 1, 3, 3, 2, 4, 3, 3, 2]",50,96.73817182
7,1.024259518,3.085411441,5,"[1, 3, 2, 2, 4, 3, 2]",35,17.29181099
13,2.326040078,0.060809467,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",65,7.922094345
19,3.138175834,1.686190484,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2, 4]",95,327.9982855
19,3.121644564,3.523421919,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,290.9975452
10,1.573940207,3.972299613,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",50,25.68365955
14,2.256091449,1.352368209,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0]",70,63.98410034
16,2.74950131,4.615947583,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,69.21961117
10,1.458834591,3.924415772,5,"[2, 4, 4, 1, 3, 2, 4, 1, 2, 2]",50,78.94739771
4,0.719382525,1.793537669,5,"[2, 4, 1, 1]",20,1.958430529
17,2.876728125,6.148912651,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",85,103.337774
5,0.862563396,0.380841463,5,"[1, 3, 3, 4, 1]",25,3.442759037
13,2.294547786,0.108999418,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",65,7.871734619
0,0.13846963,2.102050203,5,[],0,0.002001047
3,0.671634263,2.156916226,5,"[4, 1, 3]",15,0.900197506
12,2.125103949,1.996291282,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1]",60,11.19446683
8,1.255893463,2.324688004,5,"[2, 4, 3, 3, 2, 4, 1, 3]",40,12.02206922
2,0.513522202,2.177497204,5,"[1, 3]",10,0.095020533
16,2.647203488,4.364978283,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,79.33004165
16,2.284658447,3.972846184,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 2]",80,419.6146414
3,0.550018992,4.849488375,5,"[3, 2, 2]",15,1.402299166
11,1.66562496,2.539679228,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,58.22912765
18,2.977067568,5.159389917,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,189.0989673
1,0.282860283,5.759351476,5,[4],5,0.026005983
10,1.328893497,1.474004253,5,"[1, 3, 2, 4, 4, 1, 3, 2, 1, 3]",50,83.8917675
13,1.810844393,5.984530571,5,"[1, 3, 2, 4, 4, 3, 3, 2, 4, 1, 3, 4, 4]",65,226.624321
18,2.854570625,1.39903521,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 3]",90,219.4225886
0,0.148195796,2.507643562,5,[],0,0.002000332
15,2.383539173,2.415868032,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",75,101.1146929
19,3.121591373,5.452995299,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,290.6324904
0,0.169606073,1.951499543,5,[],0,0.002000093
11,1.898106572,3.388533785,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",55,5.249156237
10,1.598380955,3.843318103,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",50,26.33280301
7,1.317305146,0.34832511,5,"[2, 4, 1, 3, 2, 4, 1]",35,1.108243942
10,1.559583316,4.293427723,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2]",50,78.81855822
13,2.311968164,3.252488796,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",65,9.781525612
0,0.142897949,4.289974394,5,[],0,0.001993418
1,0.35072753,5.073719107,5,[4],5,0.017004728
2,0.339946841,1.631938441,5,"[1, 1]",10,0.68614316
14,1.919993033,1.39242131,5,"[1, 3, 2, 4, 4, 3, 3, 4, 1, 1, 3, 4, 1, 3]",70,311.4785166
19,2.953978763,0.222151929,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 4, 3, 3, 2, 1]",95,399.5304637
8,1.394974234,4.970545778,5,"[1, 3, 2, 4, 1, 3, 2, 2]",40,3.786834478
