Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,18,1.7757174079954736,2.23046159133578,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",46.800000000000004,12.010002851486206
case2,26,1.9019293449581458,2.5204919876277714,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 0, 1, 1]",67.60000000000001,19150.46725130081
case3,18,1.585873793503924,3.8695931160492374,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0]",46.800000000000004,30.335870265960693
case4,18,1.6798472712024097,5.3977521164819,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",46.800000000000004,12.334488153457642
case5,26,2.0789064726287663,4.759781515799522,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0, 4, 4, 2]",67.60000000000001,826.4185726642609
case6,18,1.8196042652255586,3.1547674939288077,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,11.901126623153687
case7,18,1.595772347861679,0.9322774280012873,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0]",46.800000000000004,21.4235942363739
case8,26,1.8018447271968503,2.857090714973109,2.6,"[3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 0, 1, 1]",67.60000000000001,2874.2552676200867
case9,18,1.7242689739528847,5.653779003233182,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",46.800000000000004,12.60054636001587
case10,1,1.7522781852748837,6.013041436052313,2.6,[-1],2.6,29131.20954799652
