Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,26,1.9825193044395855,0.017613871286383833,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 4, 2, 1, 2]",67.60000000000001,3826.0488028526306
case2,18,1.5844667820630358,4.00532211368363,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0]",46.800000000000004,28.98184633255005
case3,18,1.8447859913293854,3.0191792699491353,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,12.591795682907104
case4,1,1.8500084498638427,0.974165287552029,2.6,[-1],2.6,31697.795204401016
case5,26,1.8538955776826473,5.323870190156305,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 2, 3, 4, 4, 1, 0]",67.60000000000001,27788.855587482452
case6,1,1.609214262131996,2.7995545226479064,2.6,[-1],2.6,30231.726830244064
case7,26,1.9191182519286505,1.0410969194684436,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 2, 2, 4, 4]",67.60000000000001,9967.053027629852
case8,26,2.0160618129897436,1.4971033146266985,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0, 1, 1, 3, 4]",67.60000000000001,1743.5790419578552
case9,20,1.6805532186197358,1.9617514145329389,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 0, 2, 4, 1, 1, 3, 3]",52.0,921.272136926651
case10,18,1.6287398640326922,4.003490165827205,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4]",46.800000000000004,16.60009241104126
case11,26,2.0142745398280217,5.573095576704469,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 3, 1, 1]",67.60000000000001,3034.3394169807434
case12,18,1.7768533897789147,0.7886148910645631,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,12.080990076065063
case13,1,1.720638191091425,2.804596459587769,2.6,[-1],2.6,28895.047728538513
case14,1,1.735922057656467,3.584166035108605,2.6,[-1],2.6,27482.313337802887
case15,19,1.794942388193514,4.814712046656294,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",49.4,12.307969093322754
case16,1,1.9078440757421717,2.833079931850125,2.6,[-1],2.6,27313.820158481598
