Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,18,1.6624138968845508,3.080208785090942,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,7.735414743423462
case2,19,1.86016026386544,1.6617113682263642,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",49.4,7.197553396224976
case3,26,2.081173440309798,6.274807660275705,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 1, 0, 4]",67.60000000000001,512.9889693260193
case4,18,1.6442630616771505,1.4567358973986089,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",46.800000000000004,11.924986362457275
case5,27,2.031369404942737,0.3278170090766814,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 3, 3, 2, 0, 0]",70.2,10886.368980407715
case6,18,1.6831491776491483,2.160003295712275,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",46.800000000000004,7.601922273635864
case7,18,1.6790928008636352,3.7259731767509723,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2]",46.800000000000004,8.018957614898682
case8,1,1.789101420829813,3.7109541932596906,2.6,[-1],2.6,16884.5458381176
case9,26,2.0695241196486833,5.179773634447365,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 0, 4, 3]",67.60000000000001,660.5624585151672
case10,18,1.6834478835063058,0.8396573865266508,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,8.267372608184814
case11,18,1.773071266794259,5.435003874891394,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",46.800000000000004,7.851808309555054
case12,26,1.9664019790723088,1.1436965403585835,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4]",67.60000000000001,6074.6753940582275
case13,1,1.6539044993953933,5.963484904352228,2.6,[-1],2.6,20491.799992084503
case14,1,1.9173894435078103,0.2309955495683957,2.6,[-1],2.6,17727.43668103218
case15,18,1.599700682300612,4.693430101043254,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0]",46.800000000000004,14.140939235687256
case16,1,1.7990838609984834,5.749113142216798,2.6,[-1],2.6,19062.25229382515
case17,26,1.886592031349498,2.178031286291586,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 2, 1, 0, 3, 2, 2]",67.60000000000001,13008.003860235214
case18,1,1.8063735645090329,4.156618790043039,2.6,[-1],2.6,18698.77313685417
case19,1,1.8731613059417433,4.3749924208604405,2.6,[-1],2.6,18577.29726290703
case20,19,1.774083910104358,0.14613901031506343,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",49.4,7.8667356967926025
case21,26,1.8611035249266148,5.84812214147441,2.6,"[4, 4, 1, 1, 3, 3, 2, 4, 1, 1, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 2, 4, 0, 2]",67.60000000000001,20538.40122270584
case22,19,1.593365718252766,2.0051887529637336,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1, 3, 3]",49.4,305.46318650245667
case23,18,1.876132820036862,3.931404920899519,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2]",46.800000000000004,8.65337324142456
case24,26,2.0270680218537236,5.983247339877671,2.6,"[4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0]",67.60000000000001,434.15864276885986
case25,1,1.670260805062541,1.9116627697139468,2.6,[-1],2.6,20528.393007993698
case26,27,1.997658469123002,0.3069144049540396,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 0, 3, 3, 4, 2, 4]",70.2,15566.753951072693
case27,26,1.9289320165227073,5.537036443705095,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 0, 3, 0, 4]",67.60000000000001,4868.818885803223
case28,18,1.7871634109121608,4.751679237336726,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,7.404951810836792
case29,1,1.878157018579164,2.782682514784889,2.6,[-1],2.6,18303.221805095673
case30,18,1.6338639392867398,4.63565152435729,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",46.800000000000004,13.166427612304688
case31,1,1.870835570215412,2.8828486631019015,2.6,[-1],2.6,22307.036695241928
case32,1,1.8468727492365904,4.178653415075691,2.6,[-1],2.6,20627.45746421814
case33,18,1.8495538284128439,6.154559831931118,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",46.800000000000004,7.796817779541016
case34,18,1.665107409552279,0.7215364823725934,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,13.429517030715942
case35,18,1.7307118091998361,3.2138625760114135,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,7.802955865859985
case36,27,2.0178749377110274,1.6421425577061466,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 2, 1, 4, 2, 1]",70.2,12888.423373699188
case37,1,1.5980837089849038,5.690499500373743,2.6,[-1],2.6,21008.233163833618
case38,18,1.6834108523806937,0.9263678501676589,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,8.490036249160767
case39,19,1.604755207903399,4.862731374177318,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 2]",49.4,38.56556701660156
case40,1,1.7938808848896488,3.3222258098190127,2.6,[-1],2.6,21399.91355919838
case41,1,1.866004289861004,1.152510255837555,2.6,[-1],2.6,22280.93029141426
case42,27,2.0345748068562957,1.9402494885905581,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0, 3, 1, 2, 2]",70.2,5021.289781332016
case43,18,1.6213323508486688,0.8247127485532307,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3]",46.800000000000004,12.24107050895691
case44,1,1.7835266116998838,0.4120054369643956,2.6,[-1],2.6,19712.195272922516
case45,26,1.9694158508123238,3.8655966255010132,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 1, 2, 1, 3, 4]",67.60000000000001,3657.469623565674
case46,26,2.059425210932209,2.3652931930879717,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 2, 2]",67.60000000000001,801.5549304485321
case47,19,1.5827282899088386,1.7216694107678454,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 2]",49.4,48.9076931476593
case48,18,1.5996278873330443,5.738928185568574,2.6,"[4, 4, 1, 1, 3, 3, 2, 4, 1, 1, 1, 1, 3, 3, 2, 2, 4, 4]",46.800000000000004,63.591753005981445
case49,26,1.9638092362525597,3.9009791948986163,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 4, 0, 0, 0, 4]",67.60000000000001,4340.273917913437
case50,26,1.9913834791229885,2.9069738334748565,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 4, 2]",67.60000000000001,2366.880470275879
case51,26,1.990738339921099,4.619463760338105,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 0, 0, 3, 4, 1]",67.60000000000001,2715.00270485878
case52,18,1.6025383493169774,2.364456431756528,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0]",46.800000000000004,15.30612850189209
case53,1,1.5978183193580715,2.7482480417368857,2.6,[-1],2.6,21954.63738298416
case54,26,1.958765443623598,3.16769486973334,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 3, 4, 3, 1]",67.60000000000001,4306.554703235626
case55,26,2.024815068712237,1.0884978004633512,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 2, 4, 0]",67.60000000000001,2421.2762184143066
case56,26,2.064313401053988,6.2747895892522205,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 2, 3, 1]",67.60000000000001,805.6245224475861
case57,18,1.8267847116187017,3.163459340324129,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,7.742871999740601
case58,26,1.921115243801292,4.534292824605115,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 1, 0, 0]",67.60000000000001,12711.377364873886
