Case,gate length,Theta,Phi,Omega,dt,combination,total time,computing time
case1,9,0.5853081968759334,4.5961778694687645,5.596609927266613,2.6,"[1, 1, 3, 3, 2, 4, 1, 1, 3]",23.400000000000002,26.965508460998535
case2,10,0.7686049994444815,4.959273972277951,0.9711480594945802,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 2, 2]",26.0,10.4221773147583
case3,1,1.870103892735362,3.8344491704300148,0.5091909464854522,2.6,[-1],2.6,2184.3021233081818
case4,26,2.4005452314528104,3.3578568340976096,3.776960344929017,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1]",67.60000000000001,19.10546374320984
case5,26,2.173982861570695,4.7566462717989895,4.277894986069974,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 2]",67.60000000000001,165.05158925056458
case6,10,0.9758451845977315,1.374692751969957,5.389088150551685,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",26.0,2.7512948513031006
case7,26,2.538620394410259,4.544783089253109,5.977008337294605,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",67.60000000000001,12.034225702285767
case8,26,2.5365166723076333,5.622904930737159,2.865991114318647,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",67.60000000000001,12.103808641433716
case9,11,0.8019148203684054,6.148359600938174,2.915921143768552,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 0, 2, 1]",28.6,29.761394023895264
case10,1,1.9180519846279607,3.2214179848319464,2.3718268717261632,2.6,[-1],2.6,2072.582866668701
case11,1,1.2138146977988915,0.5772892709742752,1.5318434057808987,2.6,[-1],2.6,2091.8241069316864
case12,27,2.6398473943528833,6.10819348425677,4.8017571677869935,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",70.2,11.826322793960571
