Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,27,2.4700853560679756,3.18186842244284,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",70.2,29.76089572906494
case2,9,0.5703869339079204,0.8992228331492231,2.6,"[1, 1, 3, 3, 2, 4, 1, 1, 3]",23.400000000000002,80.12262988090515
case3,10,1.1262635561758165,5.504821743777293,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",26.0,5.365315198898315
case4,10,0.8298740092813969,0.030917903481137567,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 1, 4]",26.0,11.8821542263031
case5,33,2.9559811471619417,1.7144459915380204,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4]",85.8,160.25845336914062
case6,0,0.04092780731162272,5.066214990755326,2.6,[],0.0,0.0
case7,26,2.0411649444794504,3.88347686780652,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 1, 0, 0, 4]",67.60000000000001,1450.9477117061615
case8,5,0.5223575031420424,1.9228499309011386,2.6,"[4, 1, 1, 3, 3]",13.0,2.9600510597229004
case9,4,0.5350616073449211,0.757125797604846,2.6,"[4, 4, 1, 1]",10.4,1.2684431076049805
case10,18,1.4742534973586296,1.1945951902000411,2.6,"[1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,104.69170260429382
case11,32,2.9253986191416836,0.34227193666746486,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",83.2,59.806076765060425
case12,3,0.4310986907404532,4.0757299598398635,2.6,"[3, 2, 2]",7.800000000000001,0.37572813034057617
case13,0,0.17873803806767774,4.501467986095624,2.6,[],0.0,0.0
case14,18,1.4259572672132963,2.6775212597600975,2.6,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2, 2, 4, 4, 1, 1, 3, 2]",46.800000000000004,321.7555401325226
case15,18,1.2774758347128725,2.929429203893616,2.6,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2, 2, 4, 1, 1, 3, 2, 0]",46.800000000000004,4608.459152698517
case16,33,3.0331709338225714,2.9958144103194146,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1]",85.8,192.34375
case17,32,2.9638050209502906,0.3737532803418144,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",83.2,52.15985822677612
case18,18,1.529788837458217,1.5019433564486684,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 0]",46.800000000000004,49.392040729522705
case19,27,2.4309086245312415,5.089458306839887,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0, 4]",70.2,67.94171237945557
case20,3,0.40794820067568055,6.044431018183621,2.6,"[4, 4, 1]",7.800000000000001,1.6921467781066895
case21,26,2.4223267969348923,0.5731784487948393,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",67.60000000000001,30.934805631637573
case22,32,3.106246375971152,1.1064775792636832,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",83.2,45.902212381362915
case23,1,1.2998368603311992,3.608202806383172,2.6,[-1],2.6,4594.760627269745
case24,10,0.6124920576039067,0.7087988087138958,2.6,"[4, 1, 1, 3, 3, 2, 0, 1, 1, 3]",26.0,334.6506657600403
case25,26,2.1617619099547816,4.368735904741214,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 1]",67.60000000000001,438.2552502155304
case26,10,0.8170007702438217,1.0902550206489496,2.6,"[1, 1, 3, 3, 2, 2, 4, 1, 1, 0]",26.0,21.157171964645386
case27,18,1.4631421114637038,4.727225597558719,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 3, 4]",46.800000000000004,114.259357213974
case28,1,3.0853264252939168,1.7441243407666405,2.6,[-1],2.6,3300.8654613494873
