5,0.62842228,0.631409175,2.6,"[2, 4, 4, 1, 1]",13,1.336298704,,
5,0.589567358,2.279316564,2.6,"[4, 1, 1, 3, 3]",13,1.745388269,,
5,0.664855317,1.596586169,2.6,"[4, 4, 1, 1, 3]",13,1.770395279,,
5,0.607105579,1.786654929,2.6,"[4, 4, 1, 1, 3]",13,1.781398773,,
5,0.540279031,2.010693255,2.6,"[4, 4, 1, 1, 3]",13,1.984442711,,
6,0.686339099,1.464544706,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583139,,
6,0.677569729,0.198976511,2.6,"[3, 2, 2, 4, 4, 1]",15.6,3.29073143,,
6,0.645040721,2.667464044,2.6,"[4, 4, 1, 1, 3, 3]",15.6,3.565796614,,
6,0.71989032,2.416629012,2.6,"[4, 4, 1, 1, 3, 3]",15.6,3.633812189,,
6,0.688668137,4.113406489,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.665818453,,
7,0.652344003,5.069582785,2.6,"[1, 1, 3, 3, 2, 2, 4]",18.2,6.070357084,,
5,0.523346369,2.950782856,2.6,"[1, 1, 3, 3, 2]",13,10.69238949,,
4,0.541749282,2.785524536,2.6,"[1, 3, 3, 3]",10.4,12.73384571,,
5,0.586192913,2.000212826,2.6,"[4, 1, 1, 3, 3]",13,15.79150963,,
6,0.620742206,1.33712885,2.6,"[2, 4, 4, 1, 1, 3]",15.6,17.81995964,,
7,0.666403642,4.562344371,2.6,"[1, 1, 3, 3, 2, 2, 4]",18.2,22.41601038,,
7,0.697732706,0.495797183,2.6,"[3, 2, 2, 4, 4, 1, 1]",18.2,24.23241591,,
6,0.703614842,1.254951609,2.6,"[2, 4, 4, 1, 1, 1]",15.6,30.69385982,,
8,0.731586821,6.021296442,2.6,"[1, 3, 3, 2, 2, 4, 4, 4]",20.8,50.59730887,,
4,0.563125472,1.5137167,2.6,"[4, 1, 1, 3]",10.4,0.509113073,,
4,0.515556162,3.27219811,2.6,"[1, 3, 3, 2]",10.4,0.694154501,,
4,0.540368652,3.939378069,2.6,"[3, 3, 2, 2]",10.4,0.884198427,,
5,0.639692449,3.773585139,2.6,"[1, 3, 3, 2, 2]",13,1.336298704,,
5,0.616598853,2.324562141,2.6,"[4, 1, 1, 3, 3]",13,1.745388269,,
5,0.589009618,0.117129799,2.6,"[2, 2, 4, 4, 1]",13,1.770395517,,
5,0.613575214,0.26709147,2.6,"[2, 2, 4, 4, 1]",13,1.781398773,,
5,0.594173836,1.880909369,2.6,"[4, 4, 1, 1, 3]",13,1.984442711,,
6,0.715346547,1.563790004,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583139,,
6,0.688334158,1.623981217,2.6,"[2, 4, 4, 1, 1, 3]",15.6,3.290731907,,
6,0.607412659,2.648248127,2.6,"[4, 4, 1, 1, 3, 3]",15.6,3.565796852,,
6,0.671847357,3.889529093,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.633812428,,
6,0.722438104,5.665806015,2.6,"[3, 3, 2, 2, 4, 4]",15.6,3.665818453,,
7,0.717707927,5.010947665,2.6,"[1, 1, 3, 3, 2, 2, 4]",18.2,6.070357084,,
4,0.525631114,3.681246446,2.6,"[3, 3, 2, 2]",10.4,10.69238973,,
4,0.531150927,1.098000145,2.6,"[4, 1, 1, 1]",10.4,12.73384643,,
5,0.588368713,1.984372958,2.6,"[4, 1, 1, 3, 3]",13,15.79253006,,
6,0.639001576,6.115648538,2.6,"[3, 2, 2, 4, 4, 1]",15.6,17.81998277,,
7,0.664423193,6.056793135,2.6,"[3, 3, 2, 2, 4, 4, 1]",18.2,22.41701055,,
7,0.69946252,5.135612955,2.6,"[1, 3, 3, 2, 2, 4, 4]",18.2,24.23641658,,
6,0.704239223,2.846782942,2.6,"[4, 1, 1, 3, 3, 3]",15.6,30.69385982,,
8,0.730975755,5.984985482,2.6,"[1, 3, 3, 2, 2, 4, 4, 4]",20.8,50.65432167,,
4,0.526703886,1.600423984,2.6,"[4, 1, 1, 3]",10.4,0.50911355,,
4,0.525508652,0.136256327,2.6,"[2, 4, 4, 1]",10.4,0.694154501,,
4,0.502937552,2.62008183,2.6,"[1, 1, 3, 3]",10.4,0.885195971,,
5,0.651208541,0.590921585,2.6,"[2, 4, 4, 1, 1]",13,1.336298704,,
5,0.647153049,2.278218981,2.6,"[4, 1, 1, 3, 3]",13,1.745388508,,
5,0.602038202,0.930466833,2.6,"[2, 4, 4, 1, 1]",13,1.770395517,,
5,0.621390155,4.03102988,2.6,"[1, 3, 3, 2, 2]",13,1.781398773,,
5,0.557668781,1.908129745,2.6,"[4, 4, 1, 1, 3]",13,1.984442949,,
6,0.644577216,1.558696378,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583378,,
6,0.735818165,1.648545517,2.6,"[2, 4, 4, 1, 1, 3]",15.6,3.290734291,,
6,0.616520973,4.240754621,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.565796852,,
6,0.696202489,3.932341056,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.633812428,,
6,0.648817954,4.162736132,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.66581893,,
7,0.722047161,5.019710795,2.6,"[1, 1, 3, 3, 2, 2, 4]",18.2,6.070357323,,
4,0.525126618,2.113354788,2.6,"[1, 1, 3, 3]",10.4,10.69238997,,
4,0.542182854,1.149240684,2.6,"[4, 1, 1, 1]",10.4,12.73384643,,
5,0.589241143,5.13109945,2.6,"[3, 2, 2, 4, 4]",13,15.79352975,,
8,0.742522707,4.167417641,2.6,"[4, 4, 1, 1, 3, 3, 2, 2]",20.8,17.82096386,,
6,0.695705867,3.721915653,2.6,"[1, 1, 3, 3, 2, 2]",15.6,22.41801071,,
7,0.701895611,3.659491159,2.6,"[4, 1, 1, 3, 3, 2, 2]",18.2,24.2374177,,
6,0.710737739,2.87434733,2.6,"[4, 1, 1, 3, 3, 3]",15.6,30.69386005,,
8,0.730761824,4.415043108,2.6,"[4, 1, 1, 3, 3, 2, 2, 2]",20.8,50.73428392,,
4,0.52301546,1.584059715,2.6,"[4, 1, 1, 3]",10.4,0.509113789,,
4,0.533571471,0.262037546,2.6,"[2, 4, 4, 1]",10.4,0.694154501,,
4,0.513702415,5.529981307,2.6,"[2, 2, 4, 4]",10.4,0.885195971,,
5,0.511845005,2.25597986,2.6,"[4, 1, 1, 3, 3]",13,1.336298943,,
5,0.583895601,2.252732794,2.6,"[4, 1, 1, 3, 3]",13,1.745388746,,
5,0.607167402,2.541065104,2.6,"[4, 1, 1, 3, 3]",13,1.770395517,,
5,0.648953553,0.148358745,2.6,"[2, 2, 4, 4, 1]",13,1.781398773,,
5,0.519973096,1.968222954,2.6,"[4, 4, 1, 1, 3]",13,1.984443188,,
6,0.708041168,1.564044921,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583616,,
6,0.683464414,5.374946666,2.6,"[3, 3, 2, 2, 4, 4]",15.6,3.290735006,,
6,0.62672789,4.22021721,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.565796852,,
6,0.732649881,5.50093168,2.6,"[3, 3, 2, 2, 4, 4]",15.6,3.633812428,,
6,0.674235965,4.142684787,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.66581893,,
7,0.653684914,0.362861498,2.6,"[3, 3, 2, 2, 4, 4, 1]",18.2,6.070357561,,
5,0.526133486,6.136712442,2.6,"[2, 2, 4, 4, 1]",13,10.69238997,,
4,0.525231807,5.864218786,2.6,"[2, 4, 4, 4]",10.4,12.73484635,,
5,0.594556719,5.194580994,2.6,"[3, 2, 2, 4, 4]",13,15.79353046,,
6,0.625659306,6.065650597,2.6,"[3, 2, 2, 4, 4, 1]",15.6,17.82098317,,
6,0.655343187,5.996668062,2.6,"[3, 2, 2, 4, 4, 1]",15.6,22.41901088,,
7,0.70000991,0.465525758,2.6,"[3, 2, 2, 4, 4, 1, 1]",18.2,24.23841667,,
6,0.649466021,5.910501398,2.6,"[3, 2, 2, 2, 4, 4]",15.6,30.69585967,,
8,0.731550477,2.863896395,2.6,"[2, 4, 4, 1, 1, 3, 3, 3]",20.8,50.87730551,,
4,0.53200575,3.049409829,2.6,"[1, 3, 3, 2]",10.4,0.509113789,,
4,0.539170827,1.659908739,2.6,"[4, 1, 1, 3]",10.4,0.694154501,,
4,0.502073886,5.019004383,2.6,"[3, 2, 2, 4]",10.4,0.885196209,,
5,0.520682547,2.197298918,2.6,"[4, 1, 1, 3, 3]",13,1.336298943,,
5,0.607775971,2.267109377,2.6,"[4, 1, 1, 3, 3]",13,1.745389223,,
5,0.609059489,1.829669176,2.6,"[4, 4, 1, 1, 3]",13,1.770395517,,
5,0.650294994,0.197320403,2.6,"[2, 2, 4, 4, 1]",13,1.781398773,,
5,0.527770299,1.978319586,2.6,"[4, 4, 1, 1, 3]",13,1.984443188,,
6,0.718863005,1.542513437,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583616,,
6,0.694075472,1.708985173,2.6,"[2, 4, 4, 1, 1, 3]",15.6,3.290735245,,
6,0.644837945,4.222475337,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.565796852,,
6,0.736458692,2.452722097,2.6,"[4, 4, 1, 1, 3, 3]",15.6,3.633812904,,
6,0.686386824,2.508559247,2.6,"[4, 4, 1, 1, 3, 3]",15.6,3.66581893,,
7,0.713263117,1.897119952,2.6,"[2, 2, 4, 4, 1, 1, 3]",18.2,6.070554256,,
5,0.51300838,5.99135827,2.6,"[2, 2, 4, 4, 1]",13,10.6923902,,
4,0.544201499,1.189489794,2.6,"[4, 1, 1, 1]",10.4,12.73484659,,
5,0.593607869,3.607933321,2.6,"[1, 3, 3, 2, 2]",13,15.79551005,,
6,0.634795026,4.537027277,2.6,"[1, 3, 3, 2, 2, 4]",15.6,17.82196045,,
7,0.665763176,4.466121915,2.6,"[1, 1, 3, 3, 2, 2, 4]",18.2,22.42298269,,
6,0.581670062,1.148902278,2.6,"[2, 4, 4, 4, 1, 1]",15.6,24.24038625,,
6,0.649566785,4.306617726,2.6,"[1, 3, 3, 3, 2, 2]",15.6,30.70582891,,
8,0.727120605,2.644382264,2.6,"[2, 4, 4, 4, 1, 1, 3, 3]",20.8,50.90337753,,
4,0.562236047,1.595313723,2.6,"[4, 1, 1, 3]",10.4,0.509114265,,
4,0.548618249,3.228780422,2.6,"[1, 3, 3, 2]",10.4,0.694154501,,
4,0.51720712,2.475967367,2.6,"[1, 1, 3, 3]",10.4,0.885196209,,
5,0.558118283,2.175468606,2.6,"[4, 1, 1, 3, 3]",13,1.336298943,,
5,0.66256183,5.467538165,2.6,"[3, 2, 2, 4, 4]",13,1.745389223,,
5,0.578204462,3.950737809,2.6,"[1, 3, 3, 2, 2]",13,1.770395756,,
5,0.577340122,3.40636314,2.6,"[1, 1, 3, 3, 2]",13,1.781399012,,
5,0.501786346,0.403046585,2.6,"[2, 2, 4, 4, 1]",13,1.984443426,,
6,0.725754523,1.530105701,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583616,,
6,0.66991139,0.114318986,2.6,"[3, 2, 2, 4, 4, 1]",15.6,3.291731358,,
6,0.669245479,2.639308455,2.6,"[4, 4, 1, 1, 3, 3]",15.6,3.565797091,,
6,0.727916357,5.507354002,2.6,"[3, 3, 2, 2, 4, 4]",15.6,3.63480711,,
6,0.695875749,4.111012578,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.66581893,,
7,0.726320765,3.448952598,2.6,"[4, 4, 1, 1, 3, 3, 2]",18.2,6.070849895,,
4,0.536933253,0.547710752,2.6,"[4, 4, 1, 1]",10.4,10.6923902,,
4,0.526216715,1.124759679,2.6,"[4, 1, 1, 1]",10.4,12.73484707,,
5,0.589750745,5.218132111,2.6,"[3, 2, 2, 4, 4]",13,15.79951477,,
6,0.628790735,4.495961009,2.6,"[1, 3, 3, 2, 2, 4]",15.6,17.82198286,,
6,0.697634146,0.588833224,2.6,"[2, 2, 4, 4, 1, 1]",15.6,22.42301202,,
7,0.699904241,1.976131417,2.6,"[2, 4, 4, 1, 1, 3, 3]",18.2,24.24041843,,
6,0.704943796,1.247821195,2.6,"[2, 4, 4, 1, 1, 1]",15.6,30.705863,,
8,0.728436843,2.67828193,2.6,"[2, 4, 4, 4, 1, 1, 3, 3]",20.8,50.91838074,,
4,0.52265139,1.562369106,2.6,"[4, 1, 1, 3]",10.4,0.510046005,,
4,0.500712402,3.399034365,2.6,"[1, 3, 3, 2]",10.4,0.694154739,,
4,0.533238474,2.440956664,2.6,"[1, 1, 3, 3]",10.4,0.885196209,,
5,0.573044067,2.19080099,2.6,"[4, 1, 1, 3, 3]",13,1.336298943,,
5,0.620100118,0.690963343,2.6,"[2, 4, 4, 1, 1]",13,1.7453897,,
5,0.578339333,1.848236001,2.6,"[4, 4, 1, 1, 3]",13,1.770395756,,
5,0.62277382,3.951106519,2.6,"[1, 3, 3, 2, 2]",13,1.781399012,,
5,0.51439193,2.020970214,2.6,"[4, 4, 1, 1, 3]",13,1.984443426,,
6,0.622752272,1.487895238,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.609583855,,
6,0.707751604,1.684954207,2.6,"[2, 4, 4, 1, 1, 3]",15.6,3.291731358,,
6,0.5988305,5.804144516,2.6,"[3, 3, 2, 2, 4, 4]",15.6,3.566793203,,
6,0.736028821,3.918348687,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.63480711,,
6,0.683391801,4.100297159,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.665819168,,
7,0.677660644,3.453068492,2.6,"[4, 4, 1, 1, 3, 3, 2]",18.2,6.071348906,,
5,0.536590707,1.39739585,2.6,"[4, 4, 1, 1, 3]",13,10.69337797,,
4,0.531056782,1.140523118,2.6,"[4, 1, 1, 1]",10.4,12.73584604,,
5,0.597837173,2.080329697,2.6,"[4, 1, 1, 3, 3]",13,15.79953122,,
6,0.607266911,5.911134881,2.6,"[3, 2, 2, 4, 4, 1]",15.6,17.82298303,,
6,0.690818532,0.51725761,2.6,"[2, 2, 4, 4, 1, 1]",15.6,22.42498755,,
6,0.579772517,5.88086236,2.6,"[3, 2, 2, 2, 4, 4]",15.6,24.24239182,,
6,0.704360117,1.193756571,2.6,"[2, 4, 4, 1, 1, 1]",15.6,30.70886302,,
8,0.726889918,5.84829971,2.6,"[1, 3, 3, 3, 2, 2, 4, 4]",20.8,50.93838549,,
4,0.528211557,1.539835868,2.6,"[4, 1, 1, 3]",10.4,0.510112762,,
4,0.517545712,4.944516896,2.6,"[3, 2, 2, 4]",10.4,0.694154739,,
4,0.536262102,2.58902854,2.6,"[1, 1, 3, 3]",10.4,0.885196209,,
5,0.573459454,3.801093891,2.6,"[1, 3, 3, 2, 2]",13,1.336298943,,
5,0.622448821,0.794787339,2.6,"[2, 4, 4, 1, 1]",13,1.7453897,,
5,0.580048611,0.136382292,2.6,"[2, 2, 4, 4, 1]",13,1.770395756,,
5,0.654432556,0.057657515,2.6,"[2, 2, 4, 4, 1]",13,1.781399012,,
5,0.531284355,1.894419928,2.6,"[4, 4, 1, 1, 3]",13,1.984443426,,
6,0.697556009,1.559848171,2.6,"[2, 4, 4, 1, 1, 3]",15.6,2.60996294,,
6,0.728281724,3.244033999,2.6,"[4, 1, 1, 3, 3, 2]",15.6,3.291731596,,
6,0.573635203,1.093274123,2.6,"[2, 2, 4, 4, 1, 1]",15.6,3.56679678,,
6,0.672615908,5.55229083,2.6,"[3, 3, 2, 2, 4, 4]",15.6,3.634807348,,
6,0.729417262,3.99922354,2.6,"[1, 1, 3, 3, 2, 2]",15.6,3.665819168,,
7,0.668886677,3.418978407,2.6,"[4, 4, 1, 1, 3, 3, 2]",18.2,6.071356058,,
5,0.514771448,1.30399509,2.6,"[4, 4, 1, 1, 3]",13,10.69337821,,
4,0.539647682,2.719524004,2.6,"[1, 3, 3, 3]",10.4,12.73584676,,
5,0.588316003,5.104903113,2.6,"[3, 2, 2, 4, 4]",13,15.79953146,,
6,0.629074648,4.502086273,2.6,"[1, 3, 3, 2, 2, 4]",15.6,17.82298326,,
7,0.668366492,4.531149039,2.6,"[1, 1, 3, 3, 2, 2, 4]",18.2,22.42601275,,
6,0.58162481,2.748810644,2.6,"[4, 1, 1, 1, 3, 3]",15.6,24.24338698,,
6,0.706339743,2.870265354,2.6,"[4, 1, 1, 3, 3, 3]",15.6,30.71086431,,
8,0.727549826,2.678684562,2.6,"[2, 4, 4, 4, 1, 1, 3, 3]",20.8,50.94838738,,
4,0.54948688,1.542531248,2.6,"[4, 1, 1, 3]",10.4,0.510112762,,
4,0.539354532,3.356339973,2.6,"[1, 3, 3, 2]",10.4,0.694154739,,
4,0.560182852,2.480555939,2.6,"[1, 1, 3, 3]",10.4,0.885196209,,
5,0.521621914,0.660226797,2.6,"[2, 4, 4, 1, 1]",13,1.336299181,,
5,0.629627177,0.789838186,2.6,"[2, 4, 4, 1, 1]",13,1.7453897,,
5,0.590961717,2.467550139,2.6,"[4, 1, 1, 3, 3]",13,1.770395756,,
