Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,19,1.4436794859072923,0.4003914584182161,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 2, 3, 2, 2, 4, 4, 1]",49.4,936.4249901771545
case2,4,0.3970566591021571,1.1692426910086646,2.6,"[4, 4, 1, 1]",10.4,1.4043188095092773
case3,9,0.5936218619927839,4.923695331161162,2.6,"[2, 4, 4, 1, 3, 2, 2, 4, 4]",23.400000000000002,52.25040531158447
case4,18,1.4757773484314587,2.164952772818878,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 0, 2]",46.800000000000004,113.12407326698303
case5,26,2.043920387499337,2.3763268880275827,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 4, 0, 0, 0]",67.60000000000001,1616.9789409637451
case6,1,1.8003961653469296,1.9128993411038935,2.6,[-1],2.6,5487.747015953064
case7,18,1.767974708620984,3.157341627338832,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,15.96281385421753
case8,27,2.530733587925454,4.2612474962320315,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",70.2,32.20346736907959
case9,26,2.163828444500683,5.580047860501793,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 0, 1]",67.60000000000001,348.2129499912262
case10,0,0.14911417311043837,3.425917800678037,2.6,[],0.0,0.0
case11,1,1.6798120618641081,0.3374578737111186,2.6,[-1],2.6,5316.626333475113
case12,35,3.1400800280475396,5.711414112006568,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4, 1]",91.0,649.2030131816864
