gate length,Theta,Phi,dt,combination,total time,computing time
33,2.825457243,2.448433172,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 2, 1, 1]",85.8,309.0990393
3,0.452526918,3.104251917,2.6,"[3, 3, 2]",7.8,1.698295355
0,0.147891985,5.495377043,2.6,[],0,0
33,2.672609805,1.54981857,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4, 4, 4]",85.8,1476.67058
26,2.372682952,0.566298396,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1]",67.6,35.46521163
18,1.702797187,4.532956971,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.8,10.04539156
26,2.261344055,0.57661117,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",67.6,90.31046319
19,1.434810948,2.909457258,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 3, 0, 0, 3]",49.4,562.522306
4,0.467613602,6.134816018,2.6,"[2, 4, 4, 1]",10.4,2.055497169
1,1.515821561,1.308203386,2.6,[-1],2.6,3340.063377
11,1.033990686,0.61775373,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",28.6,4.782932997
18,1.242921419,2.186655684,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0, 4, 4, 1, 0]",46.8,2240.80665
18,1.260811754,4.637083376,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 4, 1]",46.8,1313.047784
3,0.454604464,0.827695797,2.6,"[4, 1, 1]",7.8,0.251886845
19,1.586954116,3.414527381,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 4, 4, 1, 4, 1, 1, 3, 3, 2]",49.4,414.0490406
0,0.00476856,2.755963249,2.6,[],0,0
10,0.747476621,2.333018326,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 4, 3]",26,21.75081491
34,2.84072782,1.736130076,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 2, 0]",88.4,439.7623901
18,1.657839677,6.233817451,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",46.8,12.30269003
5,0.540824814,3.497105035,2.6,"[1, 3, 3, 2, 2]",13,2.215185642
5,0.586764867,6.00330272,2.6,"[2, 2, 4, 4, 4]",13,4.341833591
32,3.007910947,0.521389967,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",83.2,36.34836459
1,1.893565343,0.341284787,2.6,[-1],2.6,3246.233851
18,1.7545939,0.566607288,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.8,10.2366178
1,1.193775993,1.810129279,2.6,[-1],2.6,3224.690902
