gate length,Theta,Phi,dt,combination,total time,computing time
34,2.736241281,3.210768208,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 2, 1, 1, 0]",88.4,1753.208259
1,1.821167545,4.972814622,2.6,[-1],2.6,4704.619168
33,2.87585972,3.422149667,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1]",85.8,277.5265117
26,2.295048942,2.504445213,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 0]",67.6,91.80780625
26,2.530262274,4.451914935,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",67.6,26.93848372
0,0.014885232,3.576579032,2.6,[],0,0
0,0.134155282,4.737855235,2.6,[],0,0
33,2.814669315,5.906979046,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 2, 2]",85.8,510.4250314
18,1.827162536,2.998088643,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.8,14.30113363
18,1.561013213,2.937014114,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 1, 2]",46.8,49.66829443
0,0.187919097,0.489562328,2.6,[],0,0
11,0.971578248,0.291450617,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",28.6,11.24353838
1,1.829944904,1.991482766,2.6,[-1],2.6,4467.612218
0,0.006516118,1.656122786,2.6,[],0,0
0,0.157058004,3.178407138,2.6,[],0,0
33,2.990328935,1.592971279,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4]",85.8,153.2792933
1,2.629035066,1.86302238,2.6,[-1],2.6,3679.235085
33,2.708079082,4.454804395,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 4, 3, 0]",85.8,1117.990257
3,0.314762365,1.437607162,2.6,"[1, 1, 3]",7.8,1.551998615
10,0.752809451,1.259411219,2.6,"[1, 1, 3, 3, 2, 2, 4, 1, 3, 3]",26,27.77075195
10,1.058264289,2.486476738,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",26,6.161749363
0,0.026527274,4.548102005,2.6,[],0,0
18,1.586418218,0.868597362,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0]",46.8,32.35871029
1,1.792495137,1.257158043,2.6,[-1],2.6,4671.126117
27,2.414935647,4.934348385,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 2]",70.2,98.28074908
32,3.087258629,2.4033036,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1]",83.2,53.94835806
0,0.055957883,5.108210162,2.6,[],0,0
1,1.163997355,4.534549227,2.6,[-1],2.6,4646.023347
3,0.451610853,4.04914428,2.6,"[3, 2, 2]",7.8,0.396055937
1,0.267232351,0.620833105,2.6,[1],2.6,0.015671968
0,0.056502703,4.168801553,2.6,[],0,0
1,1.964223867,2.561227428,2.6,[-1],2.6,4909.480945
18,1.580902573,3.920797014,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4]",46.8,32.3386004
1,1.916906483,1.435058276,2.6,[-1],2.6,4674.116922
1,1.16439887,4.008776838,2.6,[-1],2.6,4629.380308
33,2.750987277,0.81683021,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 0, 4]",85.8,857.1560838
1,1.989314153,6.132117771,2.6,[-1],2.6,4759.909816
26,2.463195189,4.69244964,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",67.6,25.49690318
27,2.294367896,2.739116226,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 4]",70.2,335.4629772
26,2.505138285,6.205160195,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",67.6,25.48418307
11,0.58484506,3.474754128,2.6,"[3, 3, 2, 2, 4, 1, 0, 0, 0, 2, 0]",28.6,421.1639352
27,2.596619691,4.906532825,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",70.2,31.87146306
10,1.024647204,0.673431072,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",26,6.387212276
