Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,19,1.7247736311404052,3.2698135704192803,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",49.4,15.673276901245117
case2,26,1.7764524614141004,2.8731299896979676,2.6,"[3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 1, 1]",67.60000000000001,9324.802768945694
case3,26,1.9310131642158845,5.243778249853318,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 4, 4, 1, 1]",67.60000000000001,7339.788212060928
