Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,2,0.35051135091265695,2.409903813074784,2.6,"[3, 3]",5.2,0.04746246337890625
case2,34,2.824980679069397,1.7253636328523598,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 1]",88.4,371.65665078163147
case3,33,3.010368238450892,4.828443188568294,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 3]",85.8,80.29755806922913
case4,32,3.0966721953925,5.8583936398524115,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",83.2,25.776681900024414
case5,26,2.0631437784066686,0.6329996570441808,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 1, 1, 0, 3]",67.60000000000001,518.4157874584198
case6,27,2.4882572868485036,0.3511020702017143,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",70.2,31.776862144470215
case7,1,1.9126426167909334,1.4452167040337256,2.6,[-1],2.6,2633.9601616859436
case8,0,0.17684571910776326,5.578655814700181,2.6,[],0.0,0.00043201446533203125
case9,1,1.196143901716376,0.2412876008950287,2.6,[-1],2.6,2493.7854199409485
case10,33,2.6822910880618154,3.608521355396326,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 1, 0, 1, 0]",85.8,762.2605850696564
case11,27,2.1773656491188143,3.267141338445231,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 3, 1, 4, 2]",70.2,556.6438436508179
case12,33,2.9481367530129083,4.779744531749682,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 3]",85.8,82.74708342552185
case13,1,1.0930784031901326,4.8776418080075,2.6,[-1],2.6,2506.317101240158
case14,26,2.351853495241671,2.2609445727784703,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2]",67.60000000000001,26.74678063392639
case15,26,1.9821639593963714,5.547299341634777,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0, 3, 4, 3, 1]",67.60000000000001,2495.868960618973
case16,33,2.8016892062089176,1.2434765213776091,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 0, 1]",85.8,335.1139986515045
case17,1,1.1284379367698605,1.4610183733281137,2.6,[-1],2.6,2620.4608447551727
case18,1,1.1885062963919748,5.8537135713589565,2.6,[-1],2.6,2546.584440469742
