Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,26,1.8833142761184485,0.5683752962182673,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 1, 4, 1, 3, 3]",67.60000000000001,12790.47818517685
case2,1,1.891621526837573,1.7122836164896325,2.6,[-1],2.6,17926.047846078873
case3,1,1.6606629698158315,2.774572017473638,2.6,[-1],2.6,19008.738796710968
case4,26,1.8914121576765035,3.138580071224471,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 0, 0, 4, 1, 1, 3]",67.60000000000001,14277.47942852974
case5,18,1.6881314665492888,4.737820321018527,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,7.8237714767456055
case6,1,1.8048866242037895,2.695388897792009,2.6,[-1],2.6,18552.428831100464
case7,26,1.9841310846956015,3.6152658978278005,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 1, 2, 1, 0]",67.60000000000001,2831.59046792984
case8,1,1.6532134663700315,0.2348886256747812,2.6,[-1],2.6,20153.08015203476
case9,1,1.840059281802051,0.9887360617497961,2.6,[-1],2.6,20539.090618133545
case10,18,1.7270969588118177,2.950043609686519,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,7.582071781158447
case11,18,1.7815097278545817,4.6069109259449625,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,7.9034857749938965
case12,18,1.7824113942584667,0.048167675691167394,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",46.800000000000004,8.303243160247803
case13,1,1.638702726307071,5.198639787051243,2.6,[-1],2.6,18374.764657974243
case14,18,1.8667293061164503,4.666952189407698,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,7.394562244415283
case15,1,1.7306541439170064,5.2532970784524,2.6,[-1],2.6,16804.20191693306
case16,19,1.7183028511289167,4.8601046967864345,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",49.4,12.529147148132324
case17,18,1.7206447627154549,5.5392833522549765,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",46.800000000000004,7.69498610496521
case18,18,1.8002843461636395,0.6276848824691357,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,8.06888484954834
case19,19,1.771399606136034,3.647544366960497,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2]",49.4,9.304374694824219
case20,1,1.8285100876896123,1.2385480083197835,2.6,[-1],2.6,18939.12914466858
case21,19,1.752753934072077,1.6939534985363938,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",49.4,9.981502771377563
case22,18,1.7549389879353643,1.4176188623757096,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",46.800000000000004,7.754011154174805
case23,18,1.8656249001031966,6.131695083574748,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",46.800000000000004,7.684755563735962
case24,18,1.7291456447715543,3.0925389565545056,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,7.396546363830566
case25,18,1.619257627349951,4.6337162027789365,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",46.800000000000004,12.045533418655396
case26,1,1.8859962361397116,0.4680793551263084,2.6,[-1],2.6,18385.21929001808
case27,1,1.796615900487872,5.140657924576529,2.6,[-1],2.6,17893.105125188828
case28,19,1.775135701392287,5.220657273384149,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",49.4,7.6147990226745605
case29,18,1.572832229957519,3.7888700905909456,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4]",46.800000000000004,22.367222785949707
case30,26,1.9206705845816519,4.131180572067249,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 3, 1, 3, 3]",67.60000000000001,6613.399833917618
case31,19,1.8580686055545579,1.6765504977325594,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",49.4,7.980631589889526
case32,1,1.9579021364318263,3.5578157078724577,2.6,[-1],2.6,22224.97242641449
case33,18,1.775993838447381,1.3725520610801902,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",46.800000000000004,7.412997007369995
case34,26,1.9525647796082275,1.0488925946734318,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 2, 2, 2, 4, 4]",67.60000000000001,4927.564049720764
case35,1,1.7021995077793022,2.0094768571095805,2.6,[-1],2.6,23595.54470229149
case36,1,1.8992324223562995,2.816854458949338,2.6,[-1],2.6,18018.319033145905
case37,19,1.784650879828996,1.6907075598440036,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",49.4,8.499454021453857
case38,26,2.0520136031343488,0.9440988746731228,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 2, 1, 4, 4]",67.60000000000001,922.0425891876221
case39,1,1.9195194197349115,2.6932498613505333,2.6,[-1],2.6,17240.09200310707
case40,1,1.6840974392048684,4.907343510947113,2.6,[-1],2.6,21225.913411855698
case41,27,2.0612244030464733,2.7417296928643755,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 3, 3, 1, 2, 4]",70.2,3347.746015071869
case42,1,1.6102456618387857,4.095270519489957,2.6,[-1],2.6,20066.983347177505
case43,27,2.0672763402701455,1.6440552040343155,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 1, 2, 4, 0, 1]",70.2,2812.614821434021
case44,1,1.8690113871411336,3.717011178904184,2.6,[-1],2.6,21707.465244054794
case45,1,1.6356727229468682,1.2649490634170553,2.6,[-1],2.6,19254.921664714813
case46,1,1.8541794524273718,1.7389163728931565,2.6,[-1],2.6,20627.5050201416
case47,27,1.9667867883075905,4.966462273504785,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 4, 1, 0, 0, 3, 2]",70.2,21536.102789878845
case48,1,1.8511560440705142,0.042837925450415176,2.6,[-1],2.6,20897.450566530228
case49,18,1.8416976509181717,2.3815603337283915,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",46.800000000000004,7.880811452865601
case50,1,1.8272948156458766,0.9202789897274709,2.6,[-1],2.6,18441.11816906929
case51,19,1.5903282737422,0.5280313664894204,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 0]",49.4,48.32608413696289
case52,26,1.9250976733912255,3.093937829968011,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 3, 1, 4, 0, 3]",67.60000000000001,12642.835555553436
case53,1,1.612929116896732,0.537314888435367,2.6,[-1],2.6,21680.633149385452
case54,1,1.8746489247818723,4.512132206691189,2.6,[-1],2.6,22944.86432647705
case55,18,1.6857031321459899,2.9907988261166474,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,8.182466745376587
case56,26,1.9651428277205294,6.224553935876508,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 3, 4, 1, 2]",67.60000000000001,3104.0159883499146
case57,26,2.080995418019135,5.397894302639243,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 1, 0, 1]",67.60000000000001,502.0046474933624
case58,26,1.9647428025914773,3.0244331317029363,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 4, 3, 2, 1]",67.60000000000001,3096.0628583431244
case59,26,2.0067407043960683,0.6387840392363318,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 0, 4, 1, 3, 4]",67.60000000000001,2302.445077896118
case60,1,1.9214239331887042,5.9189800984276015,2.6,[-1],2.6,17549.951611042023
case61,26,1.93059007927644,5.372101283348311,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 0, 0, 4, 1, 1]",67.60000000000001,4531.0666625499725
case62,18,1.8028842192249905,5.5102674275566965,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",46.800000000000004,7.829455375671387
case63,26,1.9543705833511156,5.553542423194776,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3, 1, 2, 3, 1]",67.60000000000001,4380.886184930801
case64,26,1.9864224096736167,4.4033197332517915,2.6,"[2, 4, 4, 1, 1, 3, 3, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 1, 3, 2]",67.60000000000001,644.0444519519806
case65,26,2.0511336406717606,2.9850973128251015,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 2, 3, 4]",67.60000000000001,981.3552961349487
case66,1,1.7614443886962143,5.732858718677985,2.6,[-1],2.6,22025.844169855118
case67,19,1.8861582122971297,3.2392124413509973,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",49.4,8.539271354675293
case68,26,2.027104868651265,5.2572871246314055,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 0, 2, 4, 1, 1]",67.60000000000001,1925.3911938667297
