Case,gate lenght,Theta,Phi,dt,combination,total time,computing time
case1814,10,1.551972721061603,1.8584934593883102,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 2]",50,31.41925811767578
case1815,12,2.2741451356999725,4.848027611747633,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",60,5.798282146453857
case1816,19,3.12661200067841,0.7176185512024412,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 2, 4]",95,255.79769134521484
case1817,9,1.3707748326366866,1.9175799749709779,5,"[3, 2, 4, 1, 3, 2, 4, 1, 2]",45,21.782817840576172
case1818,18,2.969679586726151,1.1188509591841085,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.95781302452087
case1819,1,0.371708624246672,0.7012915008709524,5,[1],5,0.01400303840637207
case1820,4,0.7833561092074861,3.8145840636325286,5,"[4, 1, 3, 2]",20,1.1282413005828857
case1821,18,2.8274166087446937,5.006336344294769,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1, 3, 2]",90,315.3391044139862
case1822,14,2.377424300148654,4.536424926321145,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4]",70,22.257922649383545
case1823,12,1.7423163411675093,4.448054951768979,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2]",60,141.97851276397705
case1824,8,1.2526940723049245,1.1043220966101444,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,16.352616548538208
case1825,2,0.5271991117467068,3.8427694372122527,5,"[3, 2]",10,0.17704010009765625
case1826,13,1.7915839266343192,5.742340423341777,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 1]",65,238.52064275741577
case1827,6,0.8198580226072251,1.4838767462768183,5,"[1, 3, 3, 4, 4, 1]",30,9.359069585800171
case1828,6,1.094650072518118,1.9244038507595993,5,"[1, 3, 2, 4, 1, 3]",30,1.8254032135009766
case1829,1,0.2162261053925341,1.1600375905782419,5,[1],5,0.013002872467041016
case1830,4,0.8206757174460816,5.298664272756066,5,"[1, 3, 2, 4]",20,1.1162464618682861
case1831,6,0.8923700009089298,4.6067445518103955,5,"[2, 4, 4, 1, 3, 4]",30,16.04955005645752
case1832,7,1.1271754897160795,0.49718922152444595,5,"[2, 4, 1, 3, 2, 2, 1]",35,3.6307952404022217
case1833,17,2.5771116034971002,5.5073026208184235,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",85,347.7202818393707
case1834,17,2.726835967945926,2.9592976910786675,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3]",85,154.04207158088684
case1835,7,1.154226991520859,0.28383032432531136,5,"[2, 4, 1, 3, 2, 2, 1]",35,3.8058345317840576
case1836,9,1.386119667621059,3.336537569842273,5,"[2, 4, 1, 3, 2, 2, 4, 1, 2]",45,58.32866835594177
case1837,13,2.2309737988859655,2.090768859247841,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,42.31277251243591
case1838,9,1.6772073055308616,0.293695190992485,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1]",45,3.2527639865875244
case1839,10,1.9656812766344673,5.037387925272122,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",50,4.294527292251587
case1840,17,2.756980745863394,2.8449565507337744,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3]",85,148.72517943382263
case1841,9,1.201871529258166,5.885235661640012,5,"[1, 3, 2, 2, 4, 1, 3, 2, 1]",45,56.22971963882446
case1842,5,0.7984206391845704,0.5696044951907321,5,"[1, 3, 3, 4, 1]",25,2.9806599617004395
case1843,18,2.852827194458513,5.134499859002287,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1, 3, 2]",90,265.0492103099823
case1844,16,2.7113211149818333,4.748319569983127,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",80,68.15508127212524
case1845,15,2.43680210315203,6.118323158644386,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1]",75,59.72376012802124
case1846,8,1.1744806149087663,1.1464226211313506,5,"[2, 4, 4, 1, 3, 2, 4, 1]",40,26.364823579788208
case1847,14,2.047728883439218,1.1469436890975362,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,273.4538836479187
case1848,2,0.39720803213370387,4.6172592506372645,5,"[2, 2]",10,0.8341834545135498
case1849,1,0.22140824739947468,1.6460089063562966,5,[1],5,0.013002634048461914
case1850,1,0.20724249659237132,0.2101634274688717,5,[4],5,0.01700425148010254
case1851,7,1.0297547768546487,2.3304664123038705,5,"[4, 1, 3, 2, 4, 1, 2]",35,12.77681827545166
case1852,18,3.0517654999200285,1.1852712763729691,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1]",90,170.74210667610168
case1853,17,2.739784359406883,5.9085418764316255,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4]",85,120.75576996803284
case1854,12,2.2525998232224627,1.6835889171050828,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",60,5.843288421630859
case1855,2,0.4433706693859741,4.316788200204521,5,"[3, 2]",10,0.17703819274902344
case1856,14,2.1632454681832396,4.356691536881196,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2]",70,181.5980579853058
case1857,14,2.1757949615651633,1.0757642404193337,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,174.10372400283813
case1858,16,2.6149371721509107,1.7554366222487228,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,71.6087954044342
case1859,4,0.7274502895202598,1.4602116340297187,5,"[2, 4, 4, 1]",20,3.1646974086761475
case1860,18,2.8519371060510945,0.9656205316448684,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2, 2, 4, 3]",90,284.08356499671936
case1861,0,0.06727547530345372,0.02622335023170634,5,[],0,0.002008199691772461
case1862,14,2.103406276117776,1.062921829811689,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,179.87603616714478
case1863,14,1.9222087245050266,1.4839069943499736,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 0, 4, 1, 2]",70,297.35505867004395
case1864,0,0.05608941210067086,3.160806368071412,5,[],0,0.0020008087158203125
case1865,14,2.2958409264861377,4.410010948768945,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",70,54.13822627067566
case1866,5,0.7909037261998603,5.956562616576397,5,"[1, 3, 3, 2, 4]",25,6.156357049942017
case1867,9,1.4142089475711201,0.13891019131196733,5,"[1, 3, 2, 4, 1, 3, 2, 2, 4]",45,24.99476408958435
case1868,16,2.533415905478928,1.767856445730894,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1]",80,173.0175769329071
case1869,10,1.7621181639396675,2.0925267506580876,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",50,4.108905553817749
case1870,3,0.5537427358266334,2.0308116951938002,5,"[4, 1, 3]",15,1.1072440147399902
case1871,10,1.3749710851612436,1.5100002697883543,5,"[1, 3, 2, 4, 4, 1, 3, 2, 1, 1]",50,81.42956399917603
case1872,5,0.9274151002860792,0.7775536823194614,5,"[1, 3, 4, 4, 1]",25,4.31195068359375
case1873,1,0.2593135951808873,5.3233832142550135,5,[4],5,0.018004179000854492
case1874,8,1.1768568315920276,4.714060752926033,5,"[1, 3, 3, 4, 1, 3, 2, 2]",40,26.799479246139526
case1875,19,3.0767305243887537,5.302083470929009,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 3]",95,297.8458020687103
case1876,10,1.4877486176113932,3.9598000128750406,5,"[2, 4, 4, 1, 3, 2, 4, 1, 2, 2]",50,77.84565782546997
case1877,16,2.4499631403188324,1.0654896562269034,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",80,251.12548637390137
case1878,18,2.933484042540986,3.5513029227628996,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 1, 2, 2]",90,258.5163605213165
case1879,2,0.35741668192391485,5.079975276470679,5,"[2, 4]",10,0.5791268348693848
case1880,11,1.7770762882099485,2.801808242919596,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3]",55,104.62950706481934
case1881,1,0.335326020374401,0.27784800793506387,5,[1],5,0.013010978698730469
case1882,12,1.7338492111013044,4.6330328200216995,5,"[1, 3, 2, 4, 4, 3, 3, 4, 4, 1, 3, 2]",60,192.33542656898499
case1883,11,1.9833914663903882,0.4099388160655685,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",55,5.056114435195923
case1884,4,0.7678649922807226,3.5408651166247953,5,"[4, 1, 3, 2]",20,1.1862618923187256
case1885,17,2.885987296084897,0.27113123083538765,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4]",85,102.9927179813385
case1886,2,0.36578754155457127,1.5872918371596616,5,"[1, 1]",10,0.7551660537719727
case1887,2,0.4213847478404944,5.592452058938774,5,"[2, 4]",10,0.10502457618713379
case1888,5,0.690539537632951,0.38744458052040387,5,"[1, 3, 2, 2, 1]",25,6.864522695541382
case1889,6,0.9122033229982514,1.355228887308031,5,"[1, 3, 3, 2, 4, 1]",30,10.010208129882812
case1890,14,2.2527828386530633,4.391845481510584,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 0, 4]",70,74.74447846412659
case1891,15,2.291440119144006,2.4281425969750012,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",75,222.82459020614624
case1892,3,0.5421213488190514,0.49962914001995107,5,"[2, 4, 1]",15,1.2582769393920898
case1893,0,0.1397202886744582,1.908195053967049,5,[],0,0.002000093460083008
case1894,0,0.17912571406782296,6.265215180069711,5,[],0,0.002000570297241211
case1895,1,0.227124071405494,4.486556082588496,5,[2],5,0.0200045108795166
case1896,15,2.5740713765318524,2.7903395021268693,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",75,35.29678511619568
case1897,12,1.9554525520999746,1.7977658391222353,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0]",60,29.90688729286194
case1898,1,0.2814343429634338,2.0454130382682445,5,[3],5,0.015002965927124023
case1899,18,2.965138539653553,5.658281371383584,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 1, 1, 3, 2]",90,263.41179895401
case1900,0,0.1104363262409418,2.670432813532715,5,[],0,0.003000497817993164
case1901,0,0.07702514213648429,1.8176736319679598,5,[],0,0.002000570297241211
case1902,6,1.1718676700099457,5.2630855257173055,5,"[2, 4, 1, 3, 2, 4]",30,0.8821942806243896
case1903,16,2.403372017454065,4.117718373223294,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3]",80,313.54941964149475
case1904,16,2.580594148224576,4.71428463188193,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 2, 2]",80,89.53120732307434
case1905,14,2.459297212469369,5.0017031518646995,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2]",70,34.592623710632324
case1906,19,3.1224571285316975,3.0171808196208603,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 2, 4, 3, 3]",95,319.1668839454651
case1907,13,2.0553453362943133,2.7993800663261093,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,154.79518151283264
case1908,2,0.42923153839574474,5.341184946964139,5,"[2, 4]",10,0.1000216007232666
case1909,4,0.6734584884045204,2.7292068454464067,5,"[2, 4, 3, 3]",20,2.454833507537842
case1910,16,2.6744029969554033,1.0975357471877338,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,76.05605435371399
case1911,9,1.3434321953775679,1.9360199549659625,5,"[3, 2, 4, 1, 3, 3, 2, 1, 3]",45,20.88560199737549
case1912,5,0.9272123953650466,1.9775304352755918,5,"[3, 2, 4, 1, 3]",25,1.6803789138793945
case1913,14,2.4698024395283684,4.956501346777464,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",70,18.566986322402954
case1914,6,1.1755519671816184,5.443533813732691,5,"[2, 4, 1, 3, 2, 4]",30,0.8921959400177002
case1915,18,2.9585874400687184,4.295376224584932,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,184.02284860610962
case1916,14,2.3755993076388755,2.0132524997570918,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",70,41.67718529701233
case1917,16,2.643732790191505,1.2190197900001887,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1]",80,75.95415687561035
case1918,8,1.284641569592894,3.490349971706213,5,"[4, 1, 3, 2, 4, 1, 1, 2]",40,8.05476713180542
case1919,15,2.597377548342242,5.838876216534225,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4]",75,30.41634178161621
case1920,11,1.9606897913291823,0.1942849886291744,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",55,5.2091474533081055
case1921,11,1.3987626315890929,2.8825626789685583,5,"[1, 3, 2, 2, 1, 1, 2, 2, 4, 0, 3]",55,310.8256287574768
case1922,12,1.835855625675974,1.2489192329263554,5,"[2, 4, 1, 3, 3, 2, 4, 1, 3, 2, 4, 1]",60,115.72192883491516
case1923,14,2.4628008968891475,4.569012020429424,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2]",70,18.685908317565918
case1924,3,0.6176825959690893,5.679543126108745,5,"[3, 2, 4]",15,0.9101998805999756
case1925,2,0.39257258842612,0.19252387017245923,5,"[4, 1]",10,0.6741483211517334
case1926,9,1.3366431265539893,5.938987422360357,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4]",45,33.261330127716064
case1927,5,0.9156856544794014,5.458039772636364,5,"[4, 1, 3, 2, 4]",25,1.296285629272461
case1928,11,1.683700480041204,2.5892197709604843,5,"[1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 3]",55,56.1023633480072
case1929,14,1.9995822282700992,4.337143896923782,5,"[2, 4, 1, 3, 3, 2, 4, 3, 3, 4, 4, 1, 3, 2]",70,253.60730719566345
case1930,13,1.7936537098500458,2.895253038722283,5,"[2, 4, 1, 3, 2, 2, 4, 1, 3, 2, 4, 1, 2]",65,337.7017731666565
case1931,0,0.05969028999829149,4.0141713352866555,5,[],0,0.0020008087158203125
case1932,8,0.9364241499971765,1.7833163233966163,5,"[2, 4, 1, 3, 3, 4, 1, 4]",40,58.46988582611084
case1933,16,2.5695154030028844,1.7972501167104815,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1]",80,102.26953840255737
case1934,7,1.2130231704613241,2.0623129511864526,5,"[4, 1, 3, 2, 4, 1, 3]",35,2.166469097137451
case1935,10,1.5982172448901297,4.928977448430843,5,"[2, 4, 1, 3, 2, 4, 1, 3, 0, 4]",50,18.84315252304077
case1936,9,1.5730669633268197,0.6178609926735656,5,"[1, 3, 4, 4, 1, 3, 2, 4, 1]",45,10.465306043624878
case1937,0,0.0682833814807666,3.76955735437794,5,[],0,0.0030002593994140625
case1938,2,0.42497391560286213,1.1722157450447497,5,"[4, 1]",10,0.09202003479003906
case1939,10,1.806311063383309,5.1528332490091655,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4]",50,3.8978593349456787
case1940,10,1.588662213952869,4.778223373547396,5,"[2, 4, 1, 3, 2, 4, 4, 1, 3, 4]",50,59.55025672912598
case1941,18,2.8059254994574543,0.9413817802255998,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 3, 3, 4, 1, 1]",90,345.8561370372772
case1942,13,2.168042428485487,1.988483824896721,5,"[2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3]",65,43.38656139373779
case1943,6,1.0787367533889407,3.466299833549474,5,"[3, 2, 4, 1, 3, 3]",30,2.824622631072998
case1944,15,2.3694583304134804,5.650130882339792,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",75,154.7388117313385
case1945,17,2.725685357491825,0.49521458454563677,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 3, 4, 4]",85,132.017094373703
case1946,0,0.1778979792211398,2.9908973089309736,5,[],0,0.0020003318786621094
case1947,4,0.8500157603400648,2.1150048050744203,5,"[2, 4, 1, 3]",20,1.1172456741333008
case1948,8,1.4172106117255452,3.4934807516987365,5,"[4, 1, 3, 2, 4, 1, 3, 2]",40,2.4345364570617676
case1949,14,2.279629876207672,0.6320771989191123,5,"[1, 3, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,46.14145636558533
case1950,5,0.8400287901498821,5.932680880349436,5,"[1, 3, 3, 2, 4]",25,6.804499387741089
case1951,2,0.36528328454110304,4.529558304239134,5,"[2, 2]",10,0.8141710758209229
case1952,18,3.0147369476290566,5.069499453629452,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 2, 2]",90,184.99136924743652
case1953,11,1.8129919566792103,3.4994079510239495,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 1, 2]",55,15.17633581161499
case1954,7,1.1722315777012322,1.9479203314372722,5,"[4, 1, 3, 2, 4, 1, 1]",35,2.9926586151123047
case1955,19,3.126979609899996,3.738825884176948,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 3, 4, 4, 1, 3]",95,296.7384717464447
case1956,16,2.4850274916562873,4.207999003267852,5,"[1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 2, 1, 3, 2, 4]",80,219.06072735786438
case1957,0,0.19403754929775505,4.568834603958918,5,[],0,0.0020003318786621094
case1958,8,1.2653418846673719,3.596542737100296,5,"[4, 1, 3, 2, 4, 1, 3, 0]",40,9.232316493988037
case1959,13,1.7893703158709076,3.103301702865608,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 0, 4]",65,377.9771707057953
case1960,10,1.3773324958327424,3.8045123280215876,5,"[2, 4, 4, 1, 3, 2, 4, 1, 1, 2]",50,109.84036087989807
case1961,17,2.8524772069904074,3.743733998142912,5,"[2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1, 3, 2, 4, 4, 1, 3]",85,112.62284255027771
case1962,14,2.135636877780244,1.2222467286309773,5,"[1, 3, 2, 4, 4, 1, 3, 2, 4, 1, 3, 2, 4, 1]",70,168.62019538879395
case1963,8,1.0947592537668527,1.235987276552106,5,"[2, 4, 4, 1, 3, 2, 1, 1]",40,29.70155167579651
