Case,gate length,Theta,Phi,dt,DL combination,DL fidelity,DL real time,DL computing time
case1,35,0.2687003309619101,3.2377303805290167,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2],0.98206,91.0,0.3968
case2,35,3.070355517631929,0.08905780111269707,2.6,[0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 1 1 1 3 3 3 2 2],0.00127,91.0,0.10612
case3,35,2.9952784270196164,1.6535493162768264,2.6,[0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4 4],0.00534,91.0,0.06921
case4,35,2.644021915735334,3.097321585810205,2.6,[0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.06063,91.0,0.06339
case5,35,1.5482490152060868,1.108753077060868,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 1 3 3 3 3 2 2 4 4 1 1],0.51127,91.0,0.0562
case6,35,2.2581233913191925,6.004766939365644,2.6,[0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4],0.18276,91.0,0.05747
case7,35,1.7779755914967532,1.3631525615302458,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3],0.39715,91.0,0.04993
case8,35,0.568998111594041,5.8307156529289035,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 4],0.92122,91.0,0.05932
case9,35,0.7917562198775148,3.704958233285679,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 0 3],0.8513,91.0,0.07952
case10,35,1.239651055085576,1.5059873394113208,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3],0.66256,91.0,0.07645
case11,35,1.5540307272833365,0.8516025296977213,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 4],0.50838,91.0,0.06009
case12,35,0.12125474578766343,3.7138977631421244,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99633,91.0,0.06305
case13,35,2.4850231441878163,3.124307412658786,2.6,[0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.10395,91.0,0.06708
case14,35,2.928096228441371,4.651883507099176,2.6,[0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 3 3],0.01135,91.0,0.05676
case15,35,1.2344286604326444,4.512739740768456,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4],0.66503,91.0,0.0526
case16,35,1.3949530652755628,5.926343387988423,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 2 1],0.58747,91.0,0.05543
case17,35,0.27217680532131755,2.0295088005825908,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3],0.98159,91.0,0.0613
case18,35,1.9683969983317664,3.1974152825312645,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.3064,91.0,0.05678
case19,35,0.7530089964737606,2.690404510457015,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 3 2 2],0.86482,91.0,0.05111
case20,35,1.0880972105995776,4.699979313270026,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4],0.73209,91.0,0.05411
case21,35,1.5175114392739937,0.10119435090867338,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 0 4],0.52663,91.0,0.05611
case22,35,0.8037461290492274,5.953224389196855,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 4 4 1],0.84701,91.0,0.05565
case23,35,1.2280844391957875,1.577733727178847,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3],0.66802,91.0,0.06353
case24,35,1.6483558284751731,2.1364156086155983,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3],0.46126,91.0,0.06
case25,35,0.17402681247885862,3.8145569901286884,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99245,91.0,0.06583
case26,35,3.056737153876004,2.118181834850643,2.6,[0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 1],0.0018,91.0,0.06252
case27,35,1.5340235655929966,4.603222046097894,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 3 2],0.51838,91.0,0.05475
case28,35,0.37112767132924046,5.693480764907668,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4],0.96596,91.0,0.09604
case29,35,1.0728751884141086,6.239891588713297,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1],0.7388,91.0,0.05166
case30,35,0.15410606955873846,3.540704452514377,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99407,91.0,0.05554
case31,35,2.816452218956255,5.479771237474985,2.6,[0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3 3 2],0.0262,91.0,0.05232
case32,35,0.6455891709888051,0.20292628813129363,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2 4 4 1],0.89937,91.0,0.05585
case33,35,0.8006839134675973,4.5499723952955495,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 3 3 2],0.84811,91.0,0.05747
case34,35,2.635992017332523,2.8170951420880175,2.6,[0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.06256,91.0,0.05448
case35,35,0.1696896807697153,5.78225335774008,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99282,91.0,0.05441
case36,35,2.6921011736535205,3.303119081107613,2.6,[0 0 0 0 0 0 4 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3],0.04967,91.0,0.05348
case37,35,0.9371506626814069,5.133207427437064,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 3 2 2 2],0.79604,91.0,0.05311
case38,35,2.345179515026107,1.7908638440639226,2.6,[0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 1 1],0.15036,91.0,0.05473
case39,35,1.0115708475713914,5.275088494089272,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4],0.76526,91.0,0.05153
case40,35,0.4281585854791959,3.6035823526187487,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2],0.95487,91.0,0.05607
case41,35,2.1330572605843012,1.1823807129192523,2.6,[0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 0 0 4],0.23345,91.0,0.05666
case42,35,1.4386073328200688,3.142399730240028,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 4 0],0.5659,91.0,0.05753
case43,35,2.275360002942721,4.087645704685509,2.6,[0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3 0],0.17615,91.0,0.05993
case44,35,0.6001372005246903,3.944424440086773,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 3 2 2 4],0.91263,91.0,0.05118
case45,35,2.461740479823989,5.2954093909583975,2.6,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4],0.11117,91.0,0.05552
case46,35,2.849056328856276,1.8369357587760407,2.6,[0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4 4 0],0.02124,91.0,0.05495
case47,35,0.7370892979851568,5.263837175815331,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 2 2 4 1],0.87021,91.0,0.05249
case48,35,1.4267158462426532,5.968854785013439,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 2 1],0.57179,91.0,0.05217
case49,35,0.7802260866461126,2.2540280912637503,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 1 1],0.85538,91.0,0.0583
case50,35,0.46341477620998794,6.200894350964294,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1],0.94727,91.0,0.09557
case51,35,1.996639612896813,3.450917972969549,2.6,[0 0 0 0 0 0 0 0 0 3 2 2 4 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 1 1 1 3],0.29346,91.0,0.05161
case52,35,0.4747407686123734,2.9567348885548843,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2],0.94471,91.0,0.05084
case53,35,1.105129730736908,5.978266384070885,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1],0.72451,91.0,0.05328
case54,35,1.9847842538238198,0.6069776075910529,2.6,[0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 1 0 3],0.29887,91.0,0.05605
case55,35,2.3173996017979652,3.6261216977900705,2.6,[0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 4],0.16043,91.0,0.05623
case56,35,2.9376787669923234,1.8188168943563539,2.6,[0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 4],0.01036,91.0,0.05319
case57,35,1.0781295939276265,5.952798942470694,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1],0.73649,91.0,0.0566
case58,35,2.171914205367482,3.4373769547003166,2.6,[0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 1 3],0.21722,91.0,0.05699
case59,35,0.45049627083448224,5.805850282206487,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4],0.95012,91.0,0.06238
case60,35,0.7896894983537293,5.8336106850141665,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 4 1 1],0.85203,91.0,0.05451
case61,35,0.5471728031508842,2.338821630372228,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3],0.927,91.0,0.06
case62,35,2.857705032496472,4.8953984529596495,2.6,[0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 3 3 0],0.02001,91.0,0.065
case63,35,0.3775521224230345,2.4373061973094208,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3],0.96478,91.0,0.05656
case64,35,0.9635219951604052,5.217525282700839,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 2 4],0.78532,91.0,0.05693
case65,35,2.187527673425126,0.5054885063158739,2.6,[0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 1 3 3],0.21081,91.0,0.05794
case66,35,3.096346155541534,1.3783253376528335,2.6,[0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4],0.00051,91.0,0.05745
case67,35,1.4986309719662592,5.392883106889278,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 4 2 0],0.53605,91.0,0.05282
case68,35,2.5611579373089097,5.889871922393218,2.6,[0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1],0.08189,91.0,0.05301
case69,35,0.7402138798648852,0.38198171714642226,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 4 4 1 0],0.86916,91.0,0.05395
case70,35,2.5703410429999813,5.4092118651517564,2.6,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4],0.07939,91.0,0.0935
case71,35,0.5526811984151265,3.5160299153130383,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2],0.92556,91.0,0.056
case72,35,2.408703491041261,5.349933690115525,2.6,[0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4],0.12838,91.0,0.05423
case73,35,0.646840129112429,5.043197597070195,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 2 3 2 4],0.899,91.0,0.06274
case74,35,0.22530142423852081,5.843454160694817,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4],0.98736,91.0,0.0562
case75,35,0.7234382844963321,3.523306631248397,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 3 3 2 2],0.87477,91.0,0.06511
case76,35,1.6825699104352716,0.8240158014332827,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1],0.44423,91.0,0.05311
case77,35,0.22023377503656183,5.5634747480634,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4],0.98792,91.0,0.05456
case78,35,2.3591742510019844,4.399926200410659,2.6,[0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4],0.14539,91.0,0.05343
case79,35,0.04712361132501399,4.880761657223223,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99944,91.0,0.05943
case80,35,1.4996697959899266,1.3330879821039177,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 0 3],0.53553,91.0,0.05395
case81,35,1.9129125658575785,1.5755963073256412,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3],0.33226,91.0,0.05693
case82,35,0.1023622663288354,1.8545439713371685,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99738,91.0,0.05394
case83,35,2.686543333724577,1.1216407976852714,2.6,[0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3],0.05088,91.0,0.057
case84,35,0.923542571442182,4.44531949446155,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 2],0.8015,91.0,0.05209
case85,35,0.8366783315930449,0.4014097820087456,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 4 4 1 3],0.83497,91.0,0.05746
case86,35,0.6020880223606576,2.9148759399471635,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 3],0.91208,91.0,0.05411
case87,35,2.226557391148331,3.3796308994982347,2.6,[0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 1 3],0.19512,91.0,0.05652
case88,35,0.1306107311939572,1.604327408991219,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99574,91.0,0.07834
case89,35,0.8346091187465234,1.74140963209404,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 3 3],0.83573,91.0,0.05533
case90,35,0.7618451654548233,3.1076007088100925,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 1 0 3],0.86178,91.0,0.05861
case91,35,2.5056646360271517,2.813627384036499,2.6,[0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.09774,91.0,0.07494
case92,35,2.5142647213342144,4.574943741243738,2.6,[0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4],0.0952,91.0,0.05701
case93,35,1.3760675718922077,5.656548461803758,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 4 1 1 1 1 3 3 2 2 2 1],0.59675,91.0,0.05446
case94,35,2.7144771765252655,1.2923337778772992,2.6,[0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3],0.04492,91.0,0.05269
case95,35,0.0099130125587576,2.7721027834973837,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.99998,91.0,0.06544
case96,35,0.903552927031216,3.807665975881214,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2],0.80941,91.0,0.0554
case97,35,2.1905429768340623,4.371600756595328,2.6,[0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 2 3 3 0],0.20959,91.0,0.05846
case98,35,1.3944304913199264,4.104742859545795,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 2 0 4],0.58773,91.0,0.05241
case99,35,0.8408078150559923,5.223491644241261,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 3 2 0 2],0.83343,91.0,0.06202
case100,35,2.4032660195353444,0.5637772379095568,2.6,[0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1],0.1302,91.0,0.06339
case101,35,1.539006468723384,2.4848934589038008,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 2 3 2 2 4 4 1 1 3 3],0.51589,91.0,0.05489
case102,35,0.45184393978640564,1.6153199592210774,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3],0.94982,91.0,0.05289
case103,35,0.5629258693595875,4.327159561652553,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2],0.92285,91.0,0.05258
case104,35,2.860996883506041,0.16612604930003286,2.6,[0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3 2 2 2],0.01955,91.0,0.10114
case105,35,0.4070678671790389,0.6531483293734266,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1],0.95914,91.0,0.07648
case106,35,0.2345530418940884,3.06710291105106,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3],0.98631,91.0,0.07613
case107,35,1.5292288866811379,4.1329803478985365,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 4 4 4 1 1 3 3 2 4],0.52078,91.0,0.05198
case108,35,0.6939579964155249,5.764994534358722,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 4 1 4],0.88436,91.0,0.05211
case109,35,2.9982129966773083,1.0132099069736853,2.6,[0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4 4],0.00513,91.0,0.05231
case110,35,3.120589121222454,5.603036946146789,2.6,[0 0 0 4 1 1 3 2 2 2 4 4 1 1 3 2 2 2 4 4 1 1 3 3 2 2 2 4 4 1 3 3 3 2 2],0.00011,91.0,0.05419
case111,35,2.665746744360677,2.961807657115912,2.6,[0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.05555,91.0,0.0755
case112,35,1.834598611726754,1.8574804041150654,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3],0.36962,91.0,0.06413
case113,35,1.3537133953601865,1.0006340673109102,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 1 3 3 3 3 2 2 4 4 1 0],0.60769,91.0,0.06263
case114,35,1.5881570137360286,5.553656363483813,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 0],0.49132,91.0,0.05822
case115,35,1.9192981445417632,5.818575924226337,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4],0.32925,91.0,0.05583
case116,35,2.265845305575716,2.034071862506487,2.6,[0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 0],0.17979,91.0,0.05403
case117,35,0.3448998486905464,3.634210595785857,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2],0.97055,91.0,0.05237
case118,35,2.336006150360312,4.767557570865296,2.6,[0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4],0.15366,91.0,0.05726
case119,35,2.386409210028743,4.159721018581086,2.6,[0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2],0.13593,91.0,0.06015
case120,35,1.553296410000424,4.535093178141266,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 3 2],0.50875,91.0,0.05812
case121,35,0.3243562542063918,3.2931096653664245,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2],0.97393,91.0,0.06054
case122,35,1.4353888547421685,4.185854857713307,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 2 4 4 4 4 1 1 3 3 2 2],0.5675,91.0,0.06121
case123,35,1.6652046867629224,3.223541036900467,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2],0.45287,91.0,0.1064
case124,35,2.9491525740890268,3.017969256482994,2.6,[0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 1 1],0.00923,91.0,0.05548
case125,35,1.7445361442196066,2.3407431903343077,2.6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3],0.41357,91.0,0.05763
