Case,gate length,Theta,Phi,dt,combination,total time,computing time
case1,18,1.8795882636210728,4.632825942709482,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,8.23029899597168
case2,26,1.9107149166450135,3.1980375435764974,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0, 4, 4, 1, 0, 3]",67.60000000000001,21887.85750770569
case3,19,1.655725903599201,4.858752691419183,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3, 4]",49.4,39.068753480911255
case4,18,1.664902381637156,1.052087808812366,2.6,"[1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,106.65740895271301
case5,18,1.7492150878782888,1.308213973357318,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",46.800000000000004,24.417511701583862
case6,19,1.6819780675119493,0.13276748323955398,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1]",49.4,27.179149866104126
case7,27,1.9951281584384295,4.8738016500131,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 4, 1, 0, 3, 3, 2]",70.2,23016.588174819946
case8,27,1.969759889702934,5.160491215064564,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 4, 4, 0, 1]",70.2,23190.737241506577
case9,26,1.9161125052821375,2.5730924509259023,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0, 2, 4, 4, 1, 2]",67.60000000000001,8470.645268678665
case10,1,1.7871453505709507,1.0769705625992232,2.6,[-1],2.6,31275.086727142334
case11,1,1.6802095046007284,4.274359670605788,2.6,[-1],2.6,34064.18787908554
case12,1,1.777434627497177,2.647329673296232,2.6,[-1],2.6,34465.709884405136
case13,18,1.6302953632756487,4.631113217995479,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",46.800000000000004,19.82278800010681
case14,1,1.644195019409411,3.4421773035844114,2.6,[-1],2.6,29507.080446720123
case15,26,1.9362961174323028,1.3246175917844802,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 4, 1, 0, 3, 2]",67.60000000000001,18432.73735332489
case16,26,1.9399690904642073,0.81088102959213,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 2, 3, 4, 0]",67.60000000000001,6764.61602973938
case17,18,1.6442876496891041,1.332800215618859,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",46.800000000000004,39.48005390167236
case18,1,1.8670993425983446,4.531052091167794,2.6,[-1],2.6,34269.480746507645
case19,19,1.608874678850479,0.5241548735060191,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 4, 3]",49.4,65.80685901641846
case20,1,1.7236667931935312,2.587266027615233,2.6,[-1],2.6,30851.752148389816
case21,1,1.6682817973973367,5.18822075813532,2.6,[-1],2.6,32166.825345754623
case22,1,1.828829728637113,4.349380169464585,2.6,[-1],2.6,30261.96166563034
case23,1,1.5923010586794075,0.9527195370599675,2.6,[-1],2.6,31892.170162916183
case24,26,2.0869179466893555,0.9716770826480743,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 2, 0, 4, 0]",67.60000000000001,908.1258480548859
case25,1,1.686036360106459,2.538867526297459,2.6,[-1],2.6,34269.22134423256
case26,27,1.9813185585288595,2.754901580937827,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 0, 3, 2, 3, 1]",70.2,36223.46756863594
case27,26,1.9186155675644614,3.643029250303447,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 3, 1, 0, 0, 2, 1]",67.60000000000001,11376.328932762146
case28,26,1.990528874723779,1.2549806666674113,2.6,"[1, 3, 3, 2, 2, 4, 4, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 2, 1]",67.60000000000001,947.5855338573456
case29,26,1.9711900140727445,3.1718890286132866,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 0, 2, 3, 1]",67.60000000000001,4309.677110671997
case30,26,1.8997033911019023,0.9618103135682851,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 0, 2, 3, 4, 0]",67.60000000000001,19335.392817497253
case31,26,2.089160085631877,4.281648899572806,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 3]",67.60000000000001,2323.6823918819427
case32,27,1.9976859079697173,0.2333833424559009,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 0, 3, 3, 4, 2, 4]",70.2,24483.641180038452
case33,26,2.0249549556736475,2.892233300672511,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 0, 2, 4]",67.60000000000001,1931.481106519699
case34,1,1.8302479625665753,4.868216544952641,2.6,[-1],2.6,28694.134541988373
case35,1,1.87610927059077,2.8347845399046903,2.6,[-1],2.6,27518.72619819641
case36,18,1.7612855971252706,2.1544500392757873,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",46.800000000000004,12.934395790100098
case37,1,1.7395654079238783,2.694930707808164,2.6,[-1],2.6,32541.484204769135
case38,26,1.9708306100750452,4.64105303014129,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 0, 1, 2, 1]",67.60000000000001,4679.776060342789
case39,27,2.069357054481658,2.7292837304350117,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 3, 3, 3, 0, 4]",70.2,5010.133702993393
case40,1,1.7865990992280487,5.078124994341039,2.6,[-1],2.6,33233.94146370888
case41,18,1.8016978639176626,3.1888452459248278,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,12.369582414627075
case42,19,1.6335191343247226,1.9839327407936245,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1, 3, 3]",49.4,359.1864140033722
case43,19,1.7849348157278169,0.15564705656414943,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",49.4,13.345282316207886
case44,18,1.7915214307183016,4.506141209254805,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,12.485333919525146
case45,1,1.7895056950014399,5.19124432666427,2.6,[-1],2.6,28454.080840349197
case46,18,1.6315589875763181,4.684847558939883,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",46.800000000000004,16.865063905715942
case47,1,1.8663932788443034,1.859622671394498,2.6,[-1],2.6,34610.51827478409
case48,19,1.7173985418171873,1.6822278500195647,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3]",49.4,20.49249815940857
case49,27,1.997043319505131,5.171303922931783,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 4, 2, 1, 1]",70.2,19729.053693771362
case50,18,1.6397353471738325,3.1484076809051382,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",46.800000000000004,15.113691806793213
case51,1,1.750900574859177,2.6698348904771634,2.6,[-1],2.6,31052.336166143417
case52,1,1.6873587561201815,4.911867200508738,2.6,[-1],2.6,30707.54120492935
case53,26,2.067949093774798,5.211464307243969,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 1]",67.60000000000001,882.3485960960388
case54,1,1.8762671365898986,3.5260199355156314,2.6,[-1],2.6,36535.38267278671
case55,18,1.8041946969867841,0.7639835661016809,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,13.061716318130493
case56,1,1.9360009517379753,4.282633775144183,2.6,[-1],2.6,33879.71940946579
case57,18,1.6385329498042438,4.506978985740092,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",46.800000000000004,19.21561861038208
case58,26,1.8678623846030304,2.596634483139045,2.6,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 3, 2, 2]",67.60000000000001,33591.618613004684
case59,18,1.826708097845759,4.662980874483316,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,12.594650745391846
case60,1,1.7840098930327182,0.37016470906523735,2.6,[-1],2.6,34177.44895911217
case61,18,1.812746097230239,4.696353721056555,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,12.814983367919922
case62,1,1.8237819171028877,2.1608171997404284,2.6,[-1],2.6,27812.59060573578
case63,1,1.8888098930001664,5.012531241009609,2.6,[-1],2.6,28861.728081464767
case64,18,1.687376113192378,2.1247397282778504,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",46.800000000000004,12.645344257354736
case65,1,1.825433063904909,4.292973037328702,2.6,[-1],2.6,29877.99461364746
case66,19,1.5901116918713012,3.6701154746775555,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 0]",49.4,78.2164797782898
case67,1,1.8764996906587061,3.2119520464890945,2.6,[-1],2.6,36383.10185098648
case68,26,1.8621301476473213,4.02599037923996,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 1, 1, 1, 2]",67.60000000000001,31924.939205646515
case69,27,2.0252573237926548,4.838094328247398,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 4, 3, 3, 3, 1]",70.2,17033.0098195076
case70,18,1.6074373430404316,1.6502329417344985,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3]",46.800000000000004,21.974284172058105
case71,18,1.5915813272420571,4.251940575609311,2.6,"[2, 2, 4, 4, 1, 1, 3, 2, 4, 4, 4, 4, 1, 1, 3, 3, 2, 2]",46.800000000000004,103.22571086883545
case72,27,1.931344807689403,4.258627474154595,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 3, 2, 2, 2, 4, 1]",70.2,33137.343941926956
case73,19,1.6389888541592652,1.8003801209460193,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 4, 2, 4, 4, 1, 1, 3]",49.4,514.6990888118744
case74,1,1.8449950241278212,0.9608609677215143,2.6,[-1],2.6,32431.46051979065
case75,18,1.84815552161689,0.7356657327998516,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.800000000000004,13.013425350189209
case76,18,1.7784425727973563,4.624652306326274,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",46.800000000000004,12.39253044128418
case77,27,2.0574849195306033,4.354464481375867,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 0, 4, 1]",70.2,7403.281596183777
case78,26,1.9028970274870431,2.64978691393324,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 0, 1, 1]",67.60000000000001,20011.43766641617
case79,1,1.951282831662785,0.3455271647110745,2.6,[-1],2.6,33310.56121110916
case80,26,2.0153153742107466,2.836611811268737,2.6,"[3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 4, 3]",67.60000000000001,644.3726906776428
case81,26,2.084285455489921,4.556844319497111,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 1, 2, 4, 1]",67.60000000000001,978.7389206886292
case82,1,1.6929056516151266,3.581668657961547,2.6,[-1],2.6,34902.10189008713
case83,26,2.0281285069166954,1.3084115201602682,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1, 0, 3, 2]",67.60000000000001,1791.568321466446
case84,18,1.5857075219442234,4.225061249245303,2.6,"[2, 2, 4, 4, 1, 1, 3, 2, 4, 4, 4, 4, 1, 1, 3, 3, 2, 2]",46.800000000000004,99.4429440498352
case85,18,1.67103158197804,0.7385129955075914,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 1]",46.800000000000004,16.927836894989014
case86,1,1.8261163889946685,1.9496384675247014,2.6,[-1],2.6,32125.83495783806
case87,1,1.9610119801823926,1.8100674832311745,2.6,[-1],2.6,33637.11886382103
case88,1,1.9486471647065515,2.8181354566649137,2.6,[-1],2.6,32920.88914203644
case89,1,1.9017343710060657,4.303222909144571,2.6,[-1],2.6,28290.788833856583
case90,1,1.8876342651845903,3.551767226895188,2.6,[-1],2.6,28806.615015506744
case91,26,1.8806476269511214,3.148346017786011,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 2, 3, 3, 0, 1, 2]",67.60000000000001,36677.581508636475
case92,1,1.8557000100415821,4.148433395335343,2.6,[-1],2.6,33278.13960790634
case93,27,1.9797996079599667,3.5523695612178594,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 3, 0, 0, 2, 1]",70.2,23910.94443464279
case94,1,1.8078045419105073,3.603643148710277,2.6,[-1],2.6,27464.85064291954
case95,19,1.591160087184138,5.179217410468535,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4, 4, 3, 3, 3, 2, 4, 4]",49.4,472.3367235660553
case96,1,1.7317370448993858,4.1570950642907905,2.6,[-1],2.6,30816.18716931343
