Case,gate length,Theta,Phi,Omega,dt,combination,total time,computing time
case1,18,1.7087511435632388,4.091079651240287,1.6633232041730668,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",46.800000000000004,7.82827615737915
case2,26,1.9661196203808784,1.8944954707553805,0.8602097596593032,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 1, 4, 1, 0]",67.60000000000001,4831.04479932785
case3,1,1.8501801848875776,4.585779750305027,1.9492493570616378,2.6,[-1],2.6,24273.489229679108
case4,26,1.902662873195842,5.539857039932849,5.353966201304782,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 2, 1, 1, 3, 0]",67.60000000000001,14591.877400159836
case5,1,1.7597673530031168,0.37977903171205785,3.488299599343398,2.6,[-1],2.6,21501.14967560768
case6,1,1.8324389592223795,2.978582593408755,0.08946843312349947,2.6,[-1],2.6,23394.933086395264
case7,10,1.077253552115195,4.550005047344896,5.642694314938233,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",26.0,4.0072338581085205
case8,1,1.6319518371182355,3.677023453908866,5.039341201386529,2.6,[-1],2.6,23584.72851705551
case9,26,2.077436357977214,2.9580728333670407,5.23947282403824,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 3, 3]",67.60000000000001,681.3077125549316
case10,26,2.0212761174813827,1.7051436485661822,4.433947007833971,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 0, 1, 3]",67.60000000000001,1477.595372915268
case11,18,1.120564187579995,3.1232780368035957,1.0784623714993948,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 4, 1, 1, 4, 3, 4, 2]",46.800000000000004,23575.29146027565
case12,10,1.0024550308837148,6.266879959879906,1.0558825846946813,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 2]",26.0,6.488937139511108
case13,10,1.0058467914853135,2.5456690841380984,5.530664923888141,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",26.0,4.026009798049927
case14,18,1.1834364720885304,5.32708293595771,5.563905242323427,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 0, 1, 2, 3]",46.800000000000004,4347.148453235626
case15,18,1.2053773811634254,4.379937555146969,4.090153500286876,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 2, 4, 4, 4, 3]",46.800000000000004,4304.598386526108
case16,19,1.635603000702228,5.110322768780595,0.4167433101736118,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1, 3, 3]",49.4,263.49108600616455
